gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000018317	1228.48	1187.14	1364.43	1413.18	972.37	1300.06	1301.66
ENSRNOG00000018319	469.00033	422.99974	499.00038	462.9997	373.9996	437.0003	399.00031
ENSRNOG00000018320	7087.8095	6723.64836	7279.1616	6762.2033	6180.2002	6226.4693	6639.3882
ENSRNOG00000018321	15	13	19	10	10	9	15
ENSRNOG00000018322	3485.003	3219.0014	3592.005	3569.9996	2979.9967	3379.99862	3565.9944
ENSRNOG00000018325	1398	1294	1344	1371	1190	1312	1313
ENSRNOG00000018326	1102.73	991.584	1181.87	1109.65	978.181	970.574	1054.15
ENSRNOG00000018327	5	4	2	6	1	2	6
ENSRNOG00000018330	30.8343	26.76	36.6134	26.5964	14.3974	27.0362	19.662
ENSRNOG00000018333	759	628	763	713	568	746	701
ENSRNOG00000018334	203	191	188	197	168	225	180
ENSRNOG00000018336	10	13	19	15	15	16	6
ENSRNOG00000018337	0	0	0	1	0	0	0
ENSRNOG00000018338	105.046	101.173	102.131	83.0341	79.6215	71.7327	89.1232
ENSRNOG00000018339	0	0	0	0	1	0	1
ENSRNOG00000018342	1204.0043	1126.9972	1176.0009	1337.0024	1031.9997	1233.0011	1223.0025
ENSRNOG00000018343	5012	4369	5494	5358	4530	5185	5147
ENSRNOG00000018345	2428.85	2132.04	2441.24	2238.52	1908.41	2084.09	2184.99
ENSRNOG00000018346	36	24	41	45	31	24	28
ENSRNOG00000018349	265	269	314	257	223	281	276
ENSRNOG00000018350	64	47	52	51	53	51	26
ENSRNOG00000018351	903	841	889	911	771	840	813
ENSRNOG00000018353	555	448	557	514	424	548	483
ENSRNOG00000018355	78	77	81	66	73	71	87
ENSRNOG00000018356	739	615	694	803	554	674	669
ENSRNOG00000018357	0	0	0	0	0	0	0
ENSRNOG00000018358	1149	999	1078	1085	806	887	983
ENSRNOG00000018359	346.955	316	356.932	341	268	294.847	275.958
ENSRNOG00000018362	0	0	0	0	0	0	0
ENSRNOG00000018363	488	484	480	519	370	447	446
ENSRNOG00000018364	716	665	688	799	645	724	692
ENSRNOG00000018366	31	14	16	25	17	18	28
ENSRNOG00000018367	2457	2406	2635	2675	2281	2422	2411
ENSRNOG00000018369	244	184	218	242	162	194	219
ENSRNOG00000018371	2445	2194	2429	2351.35	2058	2048	2153
ENSRNOG00000018372	1216.0000607014	1040.00000004608	1207.000131778	1210.00000645011	923.00005	1107.00399	1051.246976
ENSRNOG00000018373	2138.0003	2212	2083.999	2188	1678.9992	2068	2092
ENSRNOG00000018375	483.68	467.833	440.244	415.331	358.108	416.494	434.453
ENSRNOG00000018377	0	0	0	0	0	1.01575	0
ENSRNOG00000018378	1215.998	1082	1296	1345	1071	1194	1193.998
ENSRNOG00000018379	316	269	302.217	279	220.782	272.431	177
ENSRNOG00000018381	203	160	203	194	180	164	165
ENSRNOG00000018382	177.99975	217.99974	208.0001	191.9996	160.99955	147.99965	220.9998
ENSRNOG00000018384	403	436	477	538	347	417	570
ENSRNOG00000018385	2	0	2	2	8	6	0
ENSRNOG00000018387	1216	1032	1169	1258	977	1188	1094
ENSRNOG00000018390	3034	2416	2892	2931	2594	2883	2707
ENSRNOG00000018391	761	719	733	785	696	748	711
ENSRNOG00000018393	0	0	0	0	0	0	0
ENSRNOG00000018394	0	2	2.00033	5	2.0019	2.00084	3.00104
ENSRNOG00000018395	1234.6855	1099	1271.006	1166	1089.9995	1318.62696	1249.64807
ENSRNOG00000018396	1528.5926	1450.1198	1532.9718	1682.8354	1357.9539	1587.5195	1596.5757
ENSRNOG00000018397	185	188	208	170	171	158	145
ENSRNOG00000018399	19	26	19	15	16	16	4
ENSRNOG00000018400	1412	1338	1535	1634	1321	1412	1570
ENSRNOG00000018402	0	1	2	0	0	0	0
ENSRNOG00000018403	698	556	623	699	523	603	556
ENSRNOG00000018404	4035.9996687	3533.996	3906.004	3931.000130462	3334.9983966	3761.001	3512.001
ENSRNOG00000018405	0	0	0	0	0	0	1
ENSRNOG00000018406	379	325	344	351	330	309	380
ENSRNOG00000018407	1	1	0	1	0	0	0
ENSRNOG00000018408	1517.542	1133.904	1390.737	1362.576	1121.982	1375.329	1084.818
ENSRNOG00000018410	793	639	749	693	626	728	668
ENSRNOG00000018411	469	403	492	478	298	427	353
ENSRNOG00000018412	302	253	301	312	279	271	242
ENSRNOG00000018413	2114.99728	1764.99535	2145.99968	2183.00262016143	1607.995739	2220.00179	1671.00454
ENSRNOG00000018414	342.9997	259	342.0001	369.9997	278.9995	301.9997	380.0001
ENSRNOG00000018415	729	738	755	765	659	745	828
ENSRNOG00000018416	6	12	7	5	4	5	4
ENSRNOG00000018417	1779.00000003621	1541	1791.00435	1863.000371613	1590.00210327	1765.99966	1791.0000160246
ENSRNOG00000018420	0	0	0	0	1	0	0
ENSRNOG00000018421	1402.64	1121.16	1341	1220.56	935.809	1250.13	857.012
ENSRNOG00000018425	983	920	916	947	842	964	836
ENSRNOG00000018426	6	4	2	5	5	1	2.8507
ENSRNOG00000018427	0.999999615	0.999999666	3.00000466	3.9999993	1.99999822	2.0000007	2.00000346
ENSRNOG00000018430	0	2	0	0	0	3	0
ENSRNOG00000018433	434	361	391	430	370	375	382
ENSRNOG00000018434	482	440	526	586	434	622	688
ENSRNOG00000018436	2	3	1	2	3	0	8
ENSRNOG00000018440	916	839	924	978	834	892	1050
ENSRNOG00000018441	145	114	122	108	121	126	84
ENSRNOG00000018445	48	52	43	61	48	48	42
ENSRNOG00000018446	0	0	0	1	0	0	0
ENSRNOG00000018448	69	58.8064	66.9224	64.2126	71.6666	59.7152	34.1144
ENSRNOG00000018450	268.8746	425.762	340.563	321.822	298.294	320.254	384.582
ENSRNOG00000018452	75	59	66	65	41	63	40
ENSRNOG00000018453	714.766	648.513	672.94	683.518	569.526	645.029	681.226
ENSRNOG00000018454	4648.0025	3597.0029	4761.9976	5419.9965	4240.0052	4722.0036	5737.0032
ENSRNOG00000018456	1512	1413	1455	1583	1474.0012	1531	1401.0000014929
ENSRNOG00000018457	3502	3070	3548	3719	2978	3251	3478
ENSRNOG00000018458	32.0505	28.2578	40.7508	25.7211	34.8394	39.8702	42.6515
ENSRNOG00000018461	3096.00500992037	2848.9996	2977.009	3828.9997919	2890	2911.9952	4372.999579
ENSRNOG00000018462	546	430	500	545	403	511	491
ENSRNOG00000018463	1	0	1	1	1	4	0
ENSRNOG00000018464	77.2272	73.2863	81.5626	58.4197	65.5737	76.711	74.9043
ENSRNOG00000018466	0	1	0	0	0	0	0
ENSRNOG00000018467	110	91	105	109	94	95	80
ENSRNOG00000018468	2754.997	2157.997	2454.002	2469.997	1994.001	2223.999	2381.002
ENSRNOG00000018471	43.7174	37.2103	25.7135	30.9136	34.7978	22.0872	37.4017
ENSRNOG00000018475	1136	952	1083	1161	851	1094	1015
ENSRNOG00000018476	20.7285	20.296	35.2899	37.6381	20.89	23.2945	23.334
ENSRNOG00000018477	976	1009	1094	1131	813	1054	1046
ENSRNOG00000018478	0	0	3	0	1	0	3
ENSRNOG00000018480	2	0	0	0	2	0	0
ENSRNOG00000018481	707	639	695	716	542	623	633
ENSRNOG00000018483	812	769	845	896	789	832	870
ENSRNOG00000018484	99	100	109	110	96	94	127
ENSRNOG00000018485	425	379	362.9996	332.0005	248	411	284
ENSRNOG00000018486	11	8	5	3	4	11	12
ENSRNOG00000018487	3242	3066	3353	3689	3016	3252	3184
ENSRNOG00000018488	60	51	65	56	37	54	59
ENSRNOG00000018489	0	0	0	0	1	0	0
ENSRNOG00000018491	364	312	375	336	276	362	325
ENSRNOG00000018492	0	0	0	0	0	0	0
ENSRNOG00000018494	2020	2099	2054	2121	1803	1965	1957
ENSRNOG00000018497	0	0	0	0	0	0	0
ENSRNOG00000018500	599.9997	530.9997	607.0002	621	503.00011	560.0002	695.9995
ENSRNOG00000018501	0	0	0	0	0	0	0
ENSRNOG00000018502	858	812	776	852	637	702	762
ENSRNOG00000018503	3.41557	1.2016	2.47806	1.2892	1.1829	5.74179	1.13153
ENSRNOG00000018505	1267	1106	1276	1169	1088	1104	1110
ENSRNOG00000018506	0	0	0	0	0	0	0
ENSRNOG00000018507	2055.998	1966.001	1990.997	2135.004	1835	2116.004	1930.001
ENSRNOG00000018508	0	0	0	0	0	0	0
ENSRNOG00000018509	2.00344	6.08559	5.09014	1.05815	3.03979	2.01176	6.20969
ENSRNOG00000018510	416	350	408	341	317	376	368
ENSRNOG00000018512	0	0	0	0	0	0	0
ENSRNOG00000018514	0	0	0	0	0	0	0
ENSRNOG00000018515	152	118	140	182	154	162	185
ENSRNOG00000018516	924.99952	695	857.99969	870	721	817	805
ENSRNOG00000018517	395.00016	274.99957	325.00038	306.9999	261.99954	322.99971	237.99953
ENSRNOG00000018518	457	424	412	458	381	407	457
ENSRNOG00000018520	223	162	173	170	160	193	155
ENSRNOG00000018521	0	0	0	0	0	1	0
ENSRNOG00000018522	229.79	67.1783	360.801	0.00901678	296.224	154.432	252.618
ENSRNOG00000018524	4989	4185.005	4962	5187	4181.002	4589	4875
ENSRNOG00000018525	0	1	0	3	0	7	2
ENSRNOG00000018526	537.0004	384.0002	524.0003	565.9995	429.9997	490.9995	498.9999
ENSRNOG00000018528	0	0	0	0	0	0	0
ENSRNOG00000018529	3157.997	2607.996	2748	2961	2295	2640.003	2814.001
ENSRNOG00000018531	571	621	613	615	467	558	553
ENSRNOG00000018532	500.9996	431.0001	554.9996	500.0003	416.9996	514.9996	516.0002
ENSRNOG00000018533	1440	1243	1336	1285	1047	1240	1150
ENSRNOG00000018534	0	0	0	0	0	0	0
ENSRNOG00000018536	1561.04	1543.67	1647.69	1697.76	1494.03	1510.18	1600.62
ENSRNOG00000018537	0	0	0	1	0	0	0
ENSRNOG00000018541	0	0	0	0	0	0	0
ENSRNOG00000018543	0	0	0	1	0	0	0
ENSRNOG00000018547	457.694	424.18	500.138	444.898	391.314	491.236	385.504
ENSRNOG00000018549	2894	2451	2844	2833	2466	2589	2740
ENSRNOG00000018550	714	611	798	693	550	728	692
ENSRNOG00000018551	14	0	2	0	0	1	3
ENSRNOG00000018552	242.9998	233.9999	217.0004	203.99985	199.99953	264	186.9995
ENSRNOG00000018553	1526.48	1286.28	1569.79	1696.75	1203.89	1495.4	1531.15
ENSRNOG00000018554	4.37721	0	8.52709	19.1625	9.92978	22.9976	15.0103
ENSRNOG00000018556	1047	878	1058	1066	819	978	970
ENSRNOG00000018557	7	1	5	9	6	8	5
ENSRNOG00000018559	0	0	1	0	0	0	0
ENSRNOG00000018561	546	502	520	638	512	584	547
ENSRNOG00000018564	1072	997	1096	1044	907	1076	921
ENSRNOG00000018566	7755	6477	7931	7458	6743	7236	8328
ENSRNOG00000018567	616	584	578	578	499	541	556
ENSRNOG00000018568	1593.99	1285	1523	1561	1332	1371.98	1603
ENSRNOG00000018569	3966	3883	3936	4064	3482.996	3781.999	3940
ENSRNOG00000018570	1	1	0	0	1	0	1
ENSRNOG00000018574	324.501	307.769	322.367	309.226	250.43	283.971	300.659
ENSRNOG00000018576	207	167	199	240	187	184	166
ENSRNOG00000018577	173.945	171.675	193.538	192.337	162.578	167.849	160.488
ENSRNOG00000018580	0	0	0	0	0	0	0
ENSRNOG00000018582	243	219	220	243	191	235	171
ENSRNOG00000018584	6146.57	5385.98	6173.69	6385.12	5358.3	5440.59	6473.9
ENSRNOG00000018586	1273	1112.9966	1107	1255.0012	944	1178.003	1091.0013
ENSRNOG00000018590	866.728	777.687	952.322	880.669	758.731	889.639	835.649
ENSRNOG00000018591	343	313	359	293	289	314.01	278
ENSRNOG00000018593	1024	920	1006	963	853	1017	931
ENSRNOG00000018598	10672	8785	12653	11920	10164	11359	12613
ENSRNOG00000018599	1385.48	1160	1260.57	1277	1071.1	1251	1074.25
ENSRNOG00000018602	1333.784	1316.5075	1326.048	1217.641	1021.46598	1250.24	1079.783
ENSRNOG00000018603	1436	1296	1536	1775	1275	1519	1624
ENSRNOG00000018604	2776	2870	2791	2862	2533	2600	2594
ENSRNOG00000018606	0	0	1	3	1	0	8
ENSRNOG00000018610	715	610	763	737	551	698	716
ENSRNOG00000018611	2	2	1	2	1	6	3
ENSRNOG00000018612	0	0	1	0	0	0	1
ENSRNOG00000018613	4.6592	0	4.50171	6.01172	3.01224	5.1632	4.12818
ENSRNOG00000018615	417	301	354	301	256	321	237
ENSRNOG00000018616	73	62	60	76	54	62	65
ENSRNOG00000018621	215.81	207.768	204.331	201.154	191.957	180.995	202.447
ENSRNOG00000018623	1110	920	1105	1051	813	1134	870
ENSRNOG00000018627	103	99.00003	99.00001	92	79	93	82.99998
ENSRNOG00000018630	40115.1	50853.7	40780.9	39730.4	34403.4	33557.4	41434.4
ENSRNOG00000018631	9	4	9	9	8	11	7
ENSRNOG00000018639	329	304	315	317	250	280	308
ENSRNOG00000018642	2385.194	2046.228	2353.669	2338.845	1936.043	2421.006	2570.552
ENSRNOG00000018644	6	5.000002	1	2	3	5	1
ENSRNOG00000018645	23436.8	21295.9	23130	21042.8	19500.1	19522.7	20800.7
ENSRNOG00000018646	247	215	208	197	181	251	166
ENSRNOG00000018647	880	853	879	829	695	840	820
ENSRNOG00000018648	492	465	492	528	439	425	467
ENSRNOG00000018649	733.9995	638.0001	807.9996	793.0002	672.0004	719.9997	755.9995
ENSRNOG00000018650	201	152	172	176	145	160	161
ENSRNOG00000018651	904	829.9996	923	885.0003	781	851.9996	924
ENSRNOG00000018653	2622	2353	2551	2319	2101	2273	2064
ENSRNOG00000018655	1586.85	1454.88	1636.77	1563.8	1368.57	1612.91	1534.37
ENSRNOG00000018656	3	0	3	4	6	3	7
ENSRNOG00000018657	500.0005	441.0002	494.9995	456.0002	423.9997	476.9997	482.9996
ENSRNOG00000018659	1721.004	1667.002	1763	1641.0029	1289.0035	1745.002	1549.001
ENSRNOG00000018662	576.9995	467.0002	575.9998	619.0004	495.0004	583.9998	542
ENSRNOG00000018664	0	0	0	0	0	0	0
ENSRNOG00000018665	361	318	351	373	312	340	339
ENSRNOG00000018666	1406.996	1059	1298	1338	1132	1296	1168
ENSRNOG00000018668	8825.29	7765.15	8694.08	8994.05	7079.15	8632.15	8041.52
ENSRNOG00000018669	932	872.9996	880	827.9998	779.0004	920	838.0002
ENSRNOG00000018671	694	683.9997	718.999556035	725.0002	614.9998	730.0004	693.99989
ENSRNOG00000018673	1777	1616.00316	1839.9984	1787.0021	1513.00139	1690.9968	1645.9963
ENSRNOG00000018674	0	4	1	2	6	2	0
ENSRNOG00000018676	777	724	699	698	604	678	642
ENSRNOG00000018677	2158.28	1976.29	2217	2226	1772	2071	2115
ENSRNOG00000018679	0	0	0	0	0	0	0
ENSRNOG00000018680	4073.27	3700.286	4098.527	3854.848	3604.03	3503.409	3727.499
ENSRNOG00000018681	844	985	860	1012	742	717	1394
ENSRNOG00000018683	2343	2243	2322	2478	2066	2205	2478
ENSRNOG00000018685	0	2.06112	2.06302	0	1.03286	0	1.03208
ENSRNOG00000018686	3162	3079	2954	3533	2646	3045	2935
ENSRNOG00000018687	1504	1212	1467	1485	1181	1379	1292
ENSRNOG00000018689	497	456	469.9996	586	454.0003	489	490
ENSRNOG00000018690	9	15.00002	15	14.99998	16.00003	8	13
ENSRNOG00000018691	3405.997	2959.003	3414.001	3373.002	2752.004	3297.003	3420.001
ENSRNOG00000018692	1	0	1	0	0	1	0
ENSRNOG00000018693	0	2	0	0	0	1	0
ENSRNOG00000018694	4	18	17	6	11	16	11
ENSRNOG00000018697	1451.99507	1313	1425.00228	1306.99581	1099	1327.00147	1133.00102
ENSRNOG00000018698	2928	2413	2818	2661	2219	2487	2619
ENSRNOG00000018700	9.70435	13.0299	20.6748	11.4437	10.9883	14.4351	18.9292
ENSRNOG00000018701	17.1035	18	17	26	14.0242	29.0838	22
ENSRNOG00000018704	1547	1484	1584	1642	1363	1516	1485
ENSRNOG00000018706	96.9087	82.0733	91.6318	76.4158	73.5011	78.0208	73.6982
ENSRNOG00000018708	7253.9955	6732.997	6990.9982	6769.9959	5657.0005	6215.9986	6405.9981
ENSRNOG00000018709	931	809.001	928	931	745.001	860	922
ENSRNOG00000018710	0	7.89833	0	0	0	0.106389	9.9719
ENSRNOG00000018711	154.766	120.495	123.195	156.178	132.212	138.678	149.701
ENSRNOG00000018712	347.00043	323	337	371	294	360	395
ENSRNOG00000018714	657.64124	578.51	636.61014	610.440266	522.224	646.201	590.08812
ENSRNOG00000018715	5	4	2	7	7	7	4
ENSRNOG00000018716	349	364	371	408.0005	341	438.9998	408
ENSRNOG00000018718	490	478	466	473	374	439	419
ENSRNOG00000018719	994	829	879	890	747.644	809	855.875
ENSRNOG00000018723	519.586	470.828	481.447	503.252	426.659	470.616	501.724
ENSRNOG00000018724	0	0	1.01267	3.04213	0	0	1.17687
ENSRNOG00000018725	957	862	987	967	832	958	780
ENSRNOG00000018729	241	229	249	226	194	238	195
ENSRNOG00000018730	1133	921	1043	1123	898	1032	1029
ENSRNOG00000018735	50.18841	81	67.00004	97.02052	78.99997	62	95.00004
ENSRNOG00000018736	1537.76	1553.62	1902.7	1708.31	1205.98	1764.66	1299.09
ENSRNOG00000018739	0	0	0	0	1	0	0
ENSRNOG00000018740	211.2089946	174.9051299	211.34155	199.966781	183.686158	186.085177	167.99559
ENSRNOG00000018741	787.9996	712.9999	814.9998	872.0001	653	827.9996	738.0002
ENSRNOG00000018742	0	0	0	0	0	0	0
ENSRNOG00000018745	504	415	451	520	375	462	452
ENSRNOG00000018746	973	949	1018	988	872	1071	906
ENSRNOG00000018747	1774.996	1701.004	1886.999	1801.999	1552.002	1777.995	1812.002
ENSRNOG00000018748	25.99999	26.99999	41	28.99997	23.99996	21	30
ENSRNOG00000018749	0	1	0	0	0	0	0
ENSRNOG00000018752	42.9665	44.5633	68.4866	38.5348	46.9401	65.0474	59.5234
ENSRNOG00000018755	2324	2314	2188	2154	1852	2048	2009
ENSRNOG00000018757	5	2	2	3	3	3	5
ENSRNOG00000018759	1	0	0	0	1	0	0
ENSRNOG00000018760	548	482	595	548	442	522	602
ENSRNOG00000018761	5920	5292	5911	5777	4827	5129	5544
ENSRNOG00000018762	286	263	291	252	218	232	264
ENSRNOG00000018764	0	0	0	0	0	0	1
ENSRNOG00000018765	205	260	234	216	198	215	200
ENSRNOG00000018766	158.2136	142.1696	140.1814	130.2275	116.2525	142.5659	151.5028
ENSRNOG00000018767	1625	1303	1567	1539	1250	1448	1478
ENSRNOG00000018770	260.827	236.763	251.495	215.91	159.245	246.289	130.738
ENSRNOG00000018773	239	185	244	217	163	213	196
ENSRNOG00000018774	14088	12848	14201	13204	11873	12035	13393
ENSRNOG00000018775	932	827.0002	905.0004	760	720.0001	721.9996	659.0005
ENSRNOG00000018778	124	116.2337	133.1999	124.0934	85.1452	101	113.4765
ENSRNOG00000018780	18	20	14	11	11	16	12
ENSRNOG00000018781	1378.55	1032.43	1242.44	1392.38	1055.62	1140.01	1248.12
ENSRNOG00000018782	362	277	298	246	238	256	170
ENSRNOG00000018783	1061	884	1043	1023	853	979	987
ENSRNOG00000018784	6	5	8	5	6	8	6
ENSRNOG00000018785	149	160	169	135	136	143	155
ENSRNOG00000018786	0	0	0	0	0	0	0
ENSRNOG00000018788	1304	1105	1290	1310	1098	1174	1225
ENSRNOG00000018790	4	7	0	3	5	2	4
ENSRNOG00000018791	767	728.999	743	758.999	655	693.001	741
ENSRNOG00000018792	0	4	5	1	3	3	3
ENSRNOG00000018795	10801	10029	10854	10052	9117	8989	10268
ENSRNOG00000018796	1893	2078	1962	2311	1916	2155	2011
ENSRNOG00000018797	20	14	17	21	11	13	15
ENSRNOG00000018798	0	3	0	2	0	0	2
ENSRNOG00000018801	424	354	388	379	300	395	365
ENSRNOG00000018803	504	413	516.0005	477	371	472	468
ENSRNOG00000018804	641.209	558.869	689.7	767.245	491.643	708.976	655.341
ENSRNOG00000018808	1	0	0	0	0	1	1
ENSRNOG00000018809	1195	1001	1140	1098	983	1210	1026
ENSRNOG00000018812	617	475	617	594	488	510	527
ENSRNOG00000018815	372	331	360	368	309	315	254
ENSRNOG00000018816	8947.92	9408.92	9255.93	9340.75	8288.64	8893.91	9244.92
ENSRNOG00000018818	2212.001	2150.998	2200.005	2172	1900.004	2069.002	2100.995
ENSRNOG00000018820	0	3	2	2	0	0	1
ENSRNOG00000018822	145.068	156.168	156.556	149.754	133.89	165.647	138.157
ENSRNOG00000018823	14785	14408	14838	16689	12172	14061	15266
ENSRNOG00000018824	1918	1898	1793	2234	1738	1813	1743
ENSRNOG00000018825	2960	2754	2918	2990	2454.999	2911	2993
ENSRNOG00000018827	16	13	10	14.99999	11.000000444407	10	17
ENSRNOG00000018829	746.166	627.914	673.685	738.07	572.166	664.032	610.036
ENSRNOG00000018830	126.168	115.298	125.01408	142.069000682157	79.0129	114.033	101.0481
ENSRNOG00000018831	0	0	0	0	0	0	0
ENSRNOG00000018832	1	4	0	0	0	0	0
ENSRNOG00000018834	0	0	0	0	0	0	0
ENSRNOG00000018835	1739.9956	1684.9951	1835.0017	2268.9978	1637.9957	2025.00011	1900.00276
ENSRNOG00000018836	4018	3843	3954	4471	3475	4084	4086
ENSRNOG00000018838	234	271	250	256	262	248	235
ENSRNOG00000018839	103.142	72.1847	94.9409	83.491	66.81483	71.60687	72.8532
ENSRNOG00000018840	1302	1124	1263	1331	1094	1228	1227
ENSRNOG00000018841	51	57	50	59	49	69	57
ENSRNOG00000018842	0	0	0	0	0	0	0
ENSRNOG00000018845	341.9997	267.9996	313	318.0002	243.0005	322.9996	279.0002
ENSRNOG00000018847	1085	998	1132	1125	919	1028	1037
ENSRNOG00000018848	696	683	759	680	567	713	668
ENSRNOG00000018849	1523	1277	1448	1495	1217	1527	1451
ENSRNOG00000018850	2	6	0	2	1	0	0
ENSRNOG00000018851	217.99958	274	206	147	176.9998	139	215.99972
ENSRNOG00000018853	0	0	1.36401	1.32121	0	0	0
ENSRNOG00000018854	5	2	0	2	0	1	1
ENSRNOG00000018858	36	52	43	43	43	42	68
ENSRNOG00000018859	2043.999	1822.005	1907.003	2100.996	1841.002	1872.996	1986.004
ENSRNOG00000018860	589	589	557	580	513	544	633
ENSRNOG00000018863	235.815	215.916	249.928	262.867	185	205.808	203.972
ENSRNOG00000018864	2	1	1	1	0	0	0
ENSRNOG00000018865	953	933	1165	1340	941	1163	1555
ENSRNOG00000018867	101	92	95	108	53	82	35
ENSRNOG00000018870	6	3	1	5	0	3	1
ENSRNOG00000018873	1337	1155	1335	1329	1059	1262	1225
ENSRNOG00000018874	135	118	140	148	124	141	79
ENSRNOG00000018876	1905.194	1628.4	1952.903	1966.355	1577.541	1920.998	1861.219
ENSRNOG00000018877	1201	1100	1212.783	1267	970.218	1142.569	1110
ENSRNOG00000018878	309	311	301	302	261	277	269
ENSRNOG00000018881	1911.83	1816.09	1872.31	1794.93	1646.83	1705.97	1770.96
ENSRNOG00000018884	972	873	954	1003	845	924	887
ENSRNOG00000018885	484	395.858	513.241	386.27	443.633	438	429.328
ENSRNOG00000018886	328	303	316	281	259	317	302
ENSRNOG00000018892	0	0	0	2	0	0	0
ENSRNOG00000018895	3	1	1	0	0	0	0
ENSRNOG00000018898	1112	1064	1090	1084	903	1069	1085
ENSRNOG00000018899	1	3	4	0	0	1	0
ENSRNOG00000018901	2555.521	2337.947	2601.7099	2633.747	2304.798	2700.0503	2393.707
ENSRNOG00000018903	1376.003	1320.005	1416.997	1463.003	1217.002	1305.996	1350
ENSRNOG00000018904	898	730.987	837	742	715	756	686
ENSRNOG00000018905	0	0	1	1	0	0	0
ENSRNOG00000018906	362	362	349	350	309	332	335
ENSRNOG00000018909	257	244	297	300	244	274	285
ENSRNOG00000018910	287.454	301.753	286.848	282.866	248.354	253.568	234.801
ENSRNOG00000018911	531.00022	730	596.9999	692.9997	523.99999	536.9995	767.99967
ENSRNOG00000018914	895	793	954	861	748	820	832
ENSRNOG00000018915	1	1	0	1	2	1	0
ENSRNOG00000018916	676	588	693	609	496	594	640
ENSRNOG00000018917	0	0	0	0	0	0	0
ENSRNOG00000018920	633	554	704	668	531	630	633
ENSRNOG00000018923	6.32263	7.37186	3.18528	9.58524	4.25871	10.649	10.6544
ENSRNOG00000018925	39.9228	34.7285	30.7804	34.8909	43.467	18.6636	31.327
ENSRNOG00000018927	10	10	5	9	13	5	9
ENSRNOG00000018928	88.1032	74.2627	79.6475	79.2302	54.4604	92.6885	80.884
ENSRNOG00000018929	615	435	465.9995	367	368	500	234
ENSRNOG00000018931	581	524	586	576	545	573	550
ENSRNOG00000018932	1459	1536	1584	1387	1274	1216	1307
ENSRNOG00000018935	28.0388	10.8202	29.0682	31.3782	20.668	19.4871	22.5375
ENSRNOG00000018936	186.77967	111.03008	163.18507	157.36369	125.4894	132.85416	135.57803
ENSRNOG00000018937	1661.593	1499	1739.326	1969.861	1497.868	1693.496	1731
ENSRNOG00000018938	4	0	3	4	6	2	1
ENSRNOG00000018939	872	736.0001	782	830	676	716.9997	752
ENSRNOG00000018940	30	19.99996	28.00001	38.0000000123694	34	34.00003	45
ENSRNOG00000018943	50324	39069	48681	42401	38569	44123	40077
ENSRNOG00000018944	423	384	402	449	400	432	418
ENSRNOG00000018945	1519	1298.97	1543	1585	1274	1454.86	1537
ENSRNOG00000018946	746	648	795	698	488	639	613
ENSRNOG00000018949	4.1848	1.08401	1.07191	2.13329	0	1.19205	1.02811
ENSRNOG00000018950	2	10	3	1	3	6	2
ENSRNOG00000018951	3898	3276	3850	4082	3233	3950	3689
ENSRNOG00000018952	60	57	55	68	38	60	82
ENSRNOG00000018953	11	12	10	4	10	11	8
ENSRNOG00000018954	3.126	3.15545	7.56433	3.13479	1.05815	2.09741	4.42426
ENSRNOG00000018955	0	0	0	0	0	1	0
ENSRNOG00000018956	1	0	0	0	0	0	0
ENSRNOG00000018958	26	48	44	40	53	28	70
ENSRNOG00000018962	15	20	15	9	14	18	9
ENSRNOG00000018964	1139	1109	1099	1100	948	1048	1081
ENSRNOG00000018967	675.658	516.841	599.324	616.968	493.662	645.904	612.637
ENSRNOG00000018969	108	129	119	125	99	90	116
ENSRNOG00000018971	507	415	527	468	379	433	397
ENSRNOG00000018972	2247	2089	2252	2215.88	1925.84	2233	2141
ENSRNOG00000018974	0	0	0	0	0	0	0
ENSRNOG00000018975	2547	2348	2486	2705	2145	2556	2376
ENSRNOG00000018977	5229	4220	5184	4976	3978	4538	4452
ENSRNOG00000018978	0	0	0	0	0	0	0
ENSRNOG00000018980	1198	982	1141	1224	864	1099	1108
ENSRNOG00000018982	4	1	3	0	0	1	5
ENSRNOG00000018985	1266	1117	1216	1362	1035	1182	1195
ENSRNOG00000018986	309.9998	265.9996	305.9997	313.0001	243.0004	272.9996	321.9999
ENSRNOG00000018987	799	743	821	861	659	738	866
ENSRNOG00000018988	612	516.0003	581.0001	637.00015	477.0002	643.0004	597.0003
ENSRNOG00000018991	4589.0033	4085.996	4472.998	4840	4025.996	4314.002	4182.999
ENSRNOG00000018992	1388.999	1175	1368	1380.002	1060	1222.001	1265.998
ENSRNOG00000018993	3721.79	3097.83	3646.82	3693.77	3088.75	3447.43	3474.5
ENSRNOG00000018994	2004	1758	1912	1720	1614	1723	1755
ENSRNOG00000018996	477	414	531	459	376	497	390
ENSRNOG00000018997	2085	1420	2243	2189	1693	2330	2454
ENSRNOG00000018998	1543	1346	1588	1566	1381	1428	1496
ENSRNOG00000018999	451.02	515.51	543.0359	564.0825	437.0364	564.5433	539.2323
ENSRNOG00000019000	1068	832	982	1051	791	983	881.999
ENSRNOG00000019004	0	0	0	0	0	0	0
ENSRNOG00000019005	99	96	103	106	92	100	107
ENSRNOG00000019007	10948.773	10044.2045	10945.5604	10195.0402	9216.5851	9605	10083.002
