gene	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6
ENSRNOG00000000922	437.0007	412.0001	462.99996	452.99966	438.0002	407.00003
ENSRNOG00000000923	4699.99767	5214.99869	4107.00217	4584.0002	4354.0008	4638.99778
ENSRNOG00000000924	2134.21653164	1907.001	1011.0001	1640.999	1689.998	1782.00234
ENSRNOG00000000925	680.0003	731.9995	592.9997	815.9999	609	703
ENSRNOG00000000926	880	926.0005	980	1170.0016	965.0002	860.0003
ENSRNOG00000000931	1515.001	1390.9996	1604.9995	1627.9999	1484.99993	1477.9994
ENSRNOG00000000934	19.2447	26.1456	30.9643	32.3308	14.4947	13.4465
ENSRNOG00000000936	617.0004	626.9996	729.9996	635.9998	628	551.0001
ENSRNOG00000000937	163	121	216	180	136	144
ENSRNOG00000000938	6929.99	7495.99	6120	7227.99	6539.99	6821.99
ENSRNOG00000000940	292	284	287	348	333	232
ENSRNOG00000000942	282	278	339	303	254	256
ENSRNOG00000000943	0	0	0	1.00599	0	0
ENSRNOG00000000952	0	0	0	0	0	0
ENSRNOG00000000954	1019	1237	1136	1265	1165	1051
ENSRNOG00000000955	578.757	543.939	490.507	616.552	500.414	490.026
ENSRNOG00000000956	68.65337	65.909	80.3879	99.1204	77.0626	80.7534
ENSRNOG00000000957	8828.24	9835.4	8999.5	9576.76	8343.51	9122.4
ENSRNOG00000000958	28.8906	45.3594	52.213	61.7665	55.4946	50.0588
ENSRNOG00000000961	0	0	1	0	0	0
ENSRNOG00000000962	414	333	385	408	411	314
ENSRNOG00000000963	20	19	26	32	16	16
ENSRNOG00000000964	0	0	0	0	0	0
ENSRNOG00000000967	2247	1786	1327	1947	1496	1761
ENSRNOG00000000968	1709.194	1615.7813	1544.173	1613.714	1432.0704	1617.144
ENSRNOG00000000969	2	0	5	4	5	2
ENSRNOG00000000973	0	0	1	0	0	0
ENSRNOG00000000974	743	647	862	756	745	604
ENSRNOG00000000975	546	551	620	692	652	556
ENSRNOG00000000977	508	394	530.0002	651	571	417
ENSRNOG00000000979	295	337	308	353	291	269
ENSRNOG00000000981	858	767	851	908	777	750
ENSRNOG00000000983	236	247	314	265	262	250.087
ENSRNOG00000000985	742.8043	672.4354	733.795	858.57	738.165	754.39
ENSRNOG00000000986	66	39.9999549	64.99999	88	62	51
ENSRNOG00000000987	563.5085	514.4181	445.38427	538.70421	503.0989	486.495
ENSRNOG00000000988	1002	946	931	1021	927	866
ENSRNOG00000000989	1238.4918	1376.5818	1332.6155	1514.2959	1380.8966	1264.5057
ENSRNOG00000000990	2805.99527	3307.00298	2901.9966	3195.00158	3012.99757	3131.99959
ENSRNOG00000000991	4571	5031	4822	4844	4809	4761
ENSRNOG00000000993	0	0	0	0	0	0
ENSRNOG00000000994	207	191	226	222	191	173
ENSRNOG00000000996	2454	2272	2178	2526	2364	2127
ENSRNOG00000000999	1411.0035	1280.9987	1253.9966	1490.003	1275.999	1248.9998
ENSRNOG00000001001	1	1	0	2	0	2
ENSRNOG00000001003	1075	1111	1073	1318	1184	1049
ENSRNOG00000001004	3960.22	2305.172	3813.42	5964	5043.36	2138.304
ENSRNOG00000001005	35	16	30	28	31	32
ENSRNOG00000001006	56	44	27	50	33	41
ENSRNOG00000001007	476.0002	395.0004	481.9999	499.9995	434.0002	406
ENSRNOG00000001009	1998.0032	2157.9957	2700.99825	2884.9977	2933.0044	2698
ENSRNOG00000001010	854.00013	801.99963	864.99967	1027.99857	920.99961	743.99994
ENSRNOG00000001011	8	7	16	8	4	8
ENSRNOG00000001017	0	0	0	0	0	0
ENSRNOG00000001027	0	0	0	0	0	0
ENSRNOG00000001030	12305.98	12922	6007	7213	9481	10520.97
ENSRNOG00000001031	1	0	2	0	0	4
ENSRNOG00000001032	1345.99756	1489.00203	1345.00324	1526.99714	1281.99976	1364.00241
ENSRNOG00000001033	633	656	525	630	528	542
ENSRNOG00000001034	943.9792	924.0006	1047.9532	1195.9998	1078.9991	930.0002
ENSRNOG00000001035	313	295	304	373	361	264
ENSRNOG00000001036	98.76799	107.60847	94.73852	94.64536	94.51423	103.97902
ENSRNOG00000001037	546	515	489	509	499	507
ENSRNOG00000001039	1011.0005	1110.0005	1040.1662	1076.0004	1022.1247	956.9998
ENSRNOG00000001040	584.0004	631.00042	540.0002	665	532.9995	553.9996
ENSRNOG00000001043	477	468	449.833	545	430.875	435
ENSRNOG00000001044	1139.9978	1095.9987	868.9999	1194.0045	1011.0004	963.0003
ENSRNOG00000001047	780.9998	668.0002	796.9997	827.9997	709.0002	688.0002
ENSRNOG00000001048	33	28.000011478	28	35.00001	26.99999	39.00004
ENSRNOG00000001049	37374.5	41486.9	38919.1	40399.2	36713.5	39586.2
ENSRNOG00000001050	1365.1724	1165.8385	1428.8608	1505.3048	1413.3487	1232.0024
ENSRNOG00000001052	1164	1199	1187	1303	1182	1051
ENSRNOG00000001053	5883	5984	5823	6104	5455	5472
ENSRNOG00000001055	1951.004	1951.002	2363.999	2268	2117.001	1811.999
ENSRNOG00000001056	406	344	368	445	432	329
ENSRNOG00000001057	141	83	114	112	105	176
ENSRNOG00000001058	1955	2045	1975	2407	1913	1980
ENSRNOG00000001059	526.311	440.643	399.194	432.832	388.589	396.159
ENSRNOG00000001060	429	477	485	582	472	468
ENSRNOG00000001061	415	437	473	465	402	419
ENSRNOG00000001062	1197.23	1000.55	1097.91	1430.86	1135.87	1069.71
ENSRNOG00000001064	2120.0057	1858.9998	1887.8352	2127.288	1722.1716	1846.661
ENSRNOG00000001065	1015	980	816	907	825.9999	937
ENSRNOG00000001066	0	1	3	0	1	0
ENSRNOG00000001068	3974.996	3612.99976	4068.99704	4826.00133	4351	3602.99865
ENSRNOG00000001069	1086.28	968.645	936.381	1184.68	963.616	926.268
ENSRNOG00000001070	2361	2573	2475	2552	2526	2161
ENSRNOG00000001071	6.75381	0	2.29759	2.32714	2.14151	1.15668
ENSRNOG00000001072	1323.92	1157.95	1577.5	1549.97	1180.98	1169.41
ENSRNOG00000001073	334.7466	411.9432	351.4646	377.5764	335.2072	356.308
ENSRNOG00000001074	625	525	456	580	447	584
ENSRNOG00000001079	445.41097	339.12995	356.86172	422.2294	411.3133	376.2288
ENSRNOG00000001080	1090	1366	1259	1444	1302	1175
ENSRNOG00000001081	156	146	174	221	166	119
ENSRNOG00000001082	369	318	232	393	315	355
ENSRNOG00000001083	1997	1755	1900	2162	2036	1642
ENSRNOG00000001086	1449	1327	1149	1331	1379	1323
ENSRNOG00000001088	586	586	615	667	582	572
ENSRNOG00000001090	572	584	514	538	579	535
ENSRNOG00000001091	2544	2038	1687	2286	2208	2017
ENSRNOG00000001092	11	6	0	17	3	3
ENSRNOG00000001094	306	251	319	318	339	274
ENSRNOG00000001098	1602.001	1485.997	1643.0011	1639.99900006886	1379.9999	1377.00000002586
ENSRNOG00000001099	206.0002	167.0001	172	191	145	159
ENSRNOG00000001101	1146	985	1095	1104	1012	1007
ENSRNOG00000001104	848	555	713	859.781	829	596
ENSRNOG00000001106	934	1047	973	1126	953	930
ENSRNOG00000001107	79	76.0289	88	80	82.6281	76.8097
ENSRNOG00000001108	737	777	790	831	671	697
ENSRNOG00000001111	263	257	313	208	196	284
ENSRNOG00000001113	10	9	9	14	9	10
ENSRNOG00000001114	772.149	688.01	776.269	732.841	792.125	738.874
ENSRNOG00000001115	4	4	9	8	10	11
ENSRNOG00000001117	329	282	319	340	300	257
ENSRNOG00000001120	1436.96	1121.023	1288.136	1632.555	1372.196	1092.101
ENSRNOG00000001123	478	443	438	478	405	417
ENSRNOG00000001124	150.874	198.623	200.766	237.6	202.457	176.133
ENSRNOG00000001126	1695.996	1554.0005	1483	1884.997	1764.997	1567.999
ENSRNOG00000001128	1194	1422	1810	2062	1672	1294
ENSRNOG00000001129	898	739	854	945	877	821
ENSRNOG00000001130	6.05732	3.08551	9.08112	2.01605	5.03645	1
ENSRNOG00000001134	551.8586	567.8634	513.649	649.79094	504.68967	532.88129
ENSRNOG00000001135	3152	3137	2627	3809	3038	2964
ENSRNOG00000001136	9722	10209	10122	11062	10428	9728
ENSRNOG00000001138	245.9999	215.9999	256	302.0001	268	200.9995
ENSRNOG00000001139	1175	1114	1251	1444	1319	1150
ENSRNOG00000001141	31	47	54	60	31	23
ENSRNOG00000001142	1094	945	1084	1242	1010	953
ENSRNOG00000001143	983.7611	762.343	955.369	1131.426	869.581	745.015
ENSRNOG00000001148	48469	51382	48890	49298	46887	49584
ENSRNOG00000001149	1768	1472.997	1460.9958911132	1646.9964	1457	1474.0026
ENSRNOG00000001151	79	97	141	141	109	110
ENSRNOG00000001152	8.27974	3.51982	8.61783	7.81975	9.84989	7.3158
ENSRNOG00000001153	0	0	0	0	2	1
ENSRNOG00000001156	82	58	67	98	90	59
ENSRNOG00000001157	6	8	9	7	4	7
ENSRNOG00000001158	959.9998	617.99983	1124.0005	1083.0002	852.9998	780.000000238068
ENSRNOG00000001159	0	0	0	1	0	0
ENSRNOG00000001160	396.389	490.82198	562.1668	582.55248	465.38743	438.09794
ENSRNOG00000001161	999.075	945.271	1010.83	1081.05	945.957	909.459
ENSRNOG00000001162	0	0	0	0	0	0
ENSRNOG00000001163	496	562	548	641	550	530
ENSRNOG00000001164	0	0	0	0	0	0
ENSRNOG00000001165	0	1.03413	4.18728	1.01562	1.03019	1.0532
ENSRNOG00000001167	5	0	0	1	1	6
ENSRNOG00000001169	697	619	607	678	707	583
ENSRNOG00000001170	13104	15143	15110	16846	15384	14435
ENSRNOG00000001171	541	450	489	684	506	500
ENSRNOG00000001172	8505	6994	7812	9667	9162	7275
ENSRNOG00000001173	46	38.99997	21.99998	36.00004	43.99998	49
ENSRNOG00000001174	68	69	86	51	73	79
ENSRNOG00000001177	2044	2154	2538	2997	2683	2045
ENSRNOG00000001178	867	794	894	911	918	746
ENSRNOG00000001181	345	373	258	319	316	282
ENSRNOG00000001182	2612.163	2933.422	3103.947	3268.928	2936.703	2694.582
ENSRNOG00000001183	1	4	3	2	2	1
ENSRNOG00000001184	625	583	491	621	552	581
ENSRNOG00000001185	1152	1315	1372	1438	1367	1211
ENSRNOG00000001187	42.2175	18.1507	30.9103	23.9453	28.1229	26.5148
ENSRNOG00000001189	751.07	698.483	453.065	701.548	688.142	644.151
ENSRNOG00000001190	1018	909	942	1077	920	959
ENSRNOG00000001191	430	409	518	639	456	404
ENSRNOG00000001192	693	612	642	735	651	655
ENSRNOG00000001193	64	70	36	70	50	73
ENSRNOG00000001194	1101	1015	874	1081	974	904
ENSRNOG00000001195	23	24	25	27	17	12
ENSRNOG00000001198	39	33	56	69	44	34
ENSRNOG00000001199	421	509	485	521	549	423
ENSRNOG00000001201	2090	2624	2439	2882	2305	2202
ENSRNOG00000001203	1252	1292	1222	1460	1217	1222
ENSRNOG00000001204	3495	3512	2781	3332	3361	2961
ENSRNOG00000001205	2076	1916	2257	2321	2237	1733
ENSRNOG00000001210	814	768	644	799	780	701
ENSRNOG00000001211	2559	2718	2792	3197	2804	2520
ENSRNOG00000001212	0	0	0	1	0	0
ENSRNOG00000001213	1	0	0	0	2	2
ENSRNOG00000001214	2812	2883	2984	5445	3063	3378
ENSRNOG00000001215	414	389	471	502	471	402
ENSRNOG00000001216	4	1	6	5	8	3
ENSRNOG00000001217	37	39	17	29	29	29
ENSRNOG00000001218	0	0	0	0	0	0
ENSRNOG00000001219	14	5	9	12	6	6
ENSRNOG00000001220	0	0	0	1	0	0
ENSRNOG00000001222	1169	1208	1137	1335	1190	1063
ENSRNOG00000001223	2990	2803	3245	3390	3064	2684
ENSRNOG00000001224	219.686	166.694	200.944	213.571	210.025	176.848
ENSRNOG00000001225	653.672	684.745	690.064	740.234	717.316	635.841
ENSRNOG00000001226	2.00029	2.00025	5	4	5	4
ENSRNOG00000001227	1449	1190	1390	1609	1245	1186
ENSRNOG00000001228	2025	1972	1940	2260	2010	1916
ENSRNOG00000001229	8986	7154	8104	9209	9094	6472.01
ENSRNOG00000001232	882	821	855	798.0004	769	771
ENSRNOG00000001235	3733	3311.99834	4049	4068	3731	3269
ENSRNOG00000001236	435	407	467	480.863	492	393
ENSRNOG00000001237	1497	1213.00087	1331.0002	1564.0005	1358.9992	1218.9991
ENSRNOG00000001238	1946.003	2167.001	1976.996	1855.997	1738.002	2001.003
ENSRNOG00000001239	966.00019	1099.00339	1327.0025	1218.9992	1141.00313	975.99969
ENSRNOG00000001241	243	199.00032	255	276	219.00022	196.99977
ENSRNOG00000001242	82	84.9426	168	87	123	71
ENSRNOG00000001243	670	666	631	769	630	624
ENSRNOG00000001245	834	775	742	1128	803	709
ENSRNOG00000001247	1959.9987	1727.003	1752.00387	2000.0031	1702.9991	1691.001
ENSRNOG00000001249	11932.0294	10665.025965	13065	13416.0000578485	14283.002	9891.00000033804
ENSRNOG00000001250	97	141	104	117	127	131
ENSRNOG00000001251	3	4	1	1	2	0
ENSRNOG00000001252	118	99	134	149	119	103
ENSRNOG00000001253	6362	6809	5750	6597	6133	5986
ENSRNOG00000001254	13106	11783	14495	14720	16069	11316
ENSRNOG00000001255	708	478	642	806	721	516
ENSRNOG00000001256	1246	924	1109	1460	1365	881
ENSRNOG00000001258	702	685	614	804	659	687
ENSRNOG00000001259	876	676	752	819	794	722
ENSRNOG00000001260	125	133	185	150	191	152
ENSRNOG00000001261	21	29	37	29	17	19
ENSRNOG00000001262	0	0	0.99979	0.999734	1.99967	0
ENSRNOG00000001265	349	364	410	495	367	359
ENSRNOG00000001269	5601.996	5590.999	6272	5875.99896	5472.002	5491.9969642
ENSRNOG00000001270	74.6373	98.2317	79.2952	77.3762	93.6285	69.9939
ENSRNOG00000001271	1044.874	959.256	1144.596	1033.26	1000.819	1051.64
ENSRNOG00000001272	1723.004	1453	1517	1741.003	1590	1559.995
ENSRNOG00000001273	405	533	478	543	506	498
ENSRNOG00000001274	1054.0003	1210.99995	1233.9998	1372.0005	1277.9998	1101
ENSRNOG00000001275	2	0	1	1	2	3
ENSRNOG00000001276	874	715	1046	1017	771	740
ENSRNOG00000001277	765	760	472	647	704	762
ENSRNOG00000001278	516.053	499.587	490.245	559.183	441.734	418.571
ENSRNOG00000001283	1116	1086	1212	1149	1027	999
ENSRNOG00000001284	1	0	0	0	0	0
ENSRNOG00000001285	61153.78	56620.98	69887.31	67108.77	66143.86	55817.49
ENSRNOG00000001287	26	19	51	21	31	19
ENSRNOG00000001288	507	533	740	698	595	580
ENSRNOG00000001289	236	244	238	347	236	227
ENSRNOG00000001293	2776	2823	2834	3223	3084	2596
ENSRNOG00000001294	483	506	615	559	462	457
ENSRNOG00000001295	16	10	23	20	28	9
ENSRNOG00000001296	24	40.99999	21	42	21	37
ENSRNOG00000001297	580	646	691	695	705	631
ENSRNOG00000001298	0	0	0	1	0	0
ENSRNOG00000001299	1742.998	1420.002	1805.004	1859.997	1579.003	1470.001
ENSRNOG00000001300	312	344	368	386	348	326
ENSRNOG00000001302	53	60	64	69	77	51
ENSRNOG00000001303	2000	1753	1877	1993	1688	1784
ENSRNOG00000001304	1115	980	846	1025	973	868
ENSRNOG00000001309	248	220	241	271	250	226
ENSRNOG00000001311	32	28	32	30	44	28
ENSRNOG00000001312	1133	1038	1144	1353	1209	1039
ENSRNOG00000001313	27	21	33	40	18	14
ENSRNOG00000001314	2168	1875	1589	1950	2069	1773
ENSRNOG00000001315	71	70	88	67	55	49
ENSRNOG00000001316	7761	7704	8011	7749	7611	7486
ENSRNOG00000001317	1147	1189	1302	1123	987	1138
ENSRNOG00000001323	294	316	339	312	247	282
ENSRNOG00000001324	3.00283	1	5	9.00759	1.0027	5
ENSRNOG00000001325	157	154	209	260	177	161
ENSRNOG00000001329	2	0	0	0	1	1
ENSRNOG00000001331	673	523	514	610	513	514
ENSRNOG00000001333	0	1	2	0	2	1
ENSRNOG00000001335	595	601	501	539	450	589
ENSRNOG00000001336	575	571	580	646	661	616
ENSRNOG00000001337	940	582	791	1389	1304	446
ENSRNOG00000001338	0	0	0	0	0	1
ENSRNOG00000001339	981.317	965.262	953.482	1136.32	1018.44	919.436
ENSRNOG00000001341	126	93	103	121	111	81
ENSRNOG00000001342	28.3813	38.3394	36.3619	44.4965	36.2917	30.7081
ENSRNOG00000001344	6021	5232	5453	5909	6226	5954
ENSRNOG00000001345	678.0001	719.0001	691.00018	863	776.00038	691
ENSRNOG00000001346	2274	2248	2409	2383	2432	2169
ENSRNOG00000001347	144.009	110.893	133.787	149.531	122.329	99.5097
ENSRNOG00000001348	1219	1207	1223	1319.997	1300	1142
ENSRNOG00000001349	1351	1238	1247	1286	1122	1306
ENSRNOG00000001350	867.9997	776.9997	648.0002	776.0005	694.0002	725
ENSRNOG00000001351	1722.0043	1611.996	1532.999	1666.999	1819.001	1419.0007
ENSRNOG00000001352	1358	963	1312	1680	1380	921
ENSRNOG00000001353	208	178	242	235	204	188
ENSRNOG00000001355	1015	959	1083	1179	1099	958
ENSRNOG00000001357	160	216	147	197	177	201
ENSRNOG00000001360	2	3	10	2	3	2.00000000996811
ENSRNOG00000001367	41	36	48	63	32	33
ENSRNOG00000001368	1	0	0	0	0	0
ENSRNOG00000001369	16	7	3	9	7.999999	8
ENSRNOG00000001374	34	20	18	27	16	14
ENSRNOG00000001375	35	41	52	48	47	40
ENSRNOG00000001376	311	290	380	306	280	264
ENSRNOG00000001377	1687	1591	1482	1766	1627	1484
ENSRNOG00000001378	7	12	9	9	5	13
ENSRNOG00000001379	4	1	4	2	2	0
ENSRNOG00000001383	253	223	256	256	242	215
ENSRNOG00000001385	1857	1701	1919	2006	2122	1681
ENSRNOG00000001387	824.835	892.898	899.413	914.148	816.197	865.228
ENSRNOG00000001388	30	16	17.99997	8	21.00004	23.99999
ENSRNOG00000001389	36	23	42	38	30	29
ENSRNOG00000001391	38	47	66	45	57	58
ENSRNOG00000001392	0	0	0	0	0	0
ENSRNOG00000001396	572	644	665	734	714	528
ENSRNOG00000001397	824.562	767.518	653	832.309	769.237	641.53
ENSRNOG00000001399	454.149	437.107	463.059	498.096	464.682	371.108
ENSRNOG00000001402	580	503	537	681	641	526
ENSRNOG00000001404	1185	984	1110	1266	1082	1086
ENSRNOG00000001407	3.0000000119133	5.0000000763274	10	8.000000496909	11.000000265147	8.00000129118
ENSRNOG00000001408	0	0	0	1	3	1
ENSRNOG00000001409	6200	5970	6503	6813	6763	5746
ENSRNOG00000001410	823.126	692.254	878.447	924.983	919.391	675.81
ENSRNOG00000001412	2	0	0	0	0	0
ENSRNOG00000001414	1833.74	1931.34	852.594	1505.98	1611.52	1379.29
ENSRNOG00000001415	1574	1654	1435	1781	1635	1536
ENSRNOG00000001416	17	5.02973	14.9981	7.53573	8	11
ENSRNOG00000001417	1239.2	1255.23	1239.17	1422.06	1282.07	1150.77
ENSRNOG00000001418	611.802	677.7743	698.8261	654.9426	670.931	636.2333
ENSRNOG00000001419	36.3823	38.2577	34.3199	49.1147	39.1823	58.1933
ENSRNOG00000001420	1503.9999	1623.9995	1734.0005	1684.0008	1708.0008	1596.0004
ENSRNOG00000001422	50	45	93	45	76	61
ENSRNOG00000001424	1901	1532	1591	1889	1668	1508
ENSRNOG00000001425	118	71	81	100	116	90
ENSRNOG00000001426	442.848	451.123	469.99	516.97	407.455	407.146
ENSRNOG00000001427	332.989	315.627	290.187	302.715	301.399	254.306
ENSRNOG00000001428	128	135	157	149	179	142
ENSRNOG00000001429	523	558	574	575	545	561
ENSRNOG00000001430	626	718	716	724	746	621
ENSRNOG00000001431	38	16	33	36	24	24
ENSRNOG00000001432	490.0003	435	525.9252	440.9996	491.0001	430.99978
ENSRNOG00000001434	0	0	0	1	0	0
ENSRNOG00000001435	179	156	156	211	185	140
ENSRNOG00000001436	8328	7637	5440.995	7281	7224	6932
ENSRNOG00000001439	5	5	8	15	2	9
ENSRNOG00000001440	12059	11319	12058	13515	12988	10713
ENSRNOG00000001441	1025	959	978	1058	921	955
ENSRNOG00000001442	1853	1590	1670	1943	1679	1655
ENSRNOG00000001443	494	424	381	503	387	437
ENSRNOG00000001444	0	0	0	0	0	0
ENSRNOG00000001448	4360	3433	4040	3857	3713	3477
ENSRNOG00000001449	1134	817	1022	1752	1536	698
ENSRNOG00000001450	401	458	496	519	516	432
ENSRNOG00000001451	2	1	4	1	0	3
ENSRNOG00000001452	89	71	81	121	104	72
ENSRNOG00000001453	3287	2975	3257	3590	2925	2892
ENSRNOG00000001454	8999.00034	9203.0041	8120.00142	9741.001	8614.00399	8846.0032
ENSRNOG00000001455	4095	3523	4599	4236	3708	3300
ENSRNOG00000001456	1842	1753	1641	2008	1679	1601
ENSRNOG00000001457	606	595	700	760	588	643
ENSRNOG00000001465	885	711	778	878	915	721
ENSRNOG00000001466	0	0	0	0	0	0
ENSRNOG00000001469	1801.001	1405.003	1958.005	1933.004	1766.004	1650.997
ENSRNOG00000001470	626	523	545	610	588	531
ENSRNOG00000001474	0	0	0	0	0	0
ENSRNOG00000001476	83	92	24	73	74	62
ENSRNOG00000001478	569.531	430.3468	568.17	591.5548	477.1841	416.7784
ENSRNOG00000001479	4294.20668	3662.3018	4629.0145	4657.0065	4336.22702	3531.0045
ENSRNOG00000001480	936.624	976.316	1588.383	1517.706	1226.678	959.206
ENSRNOG00000001483	616.204	630.661	628.221	718.874	695.684	598.736
ENSRNOG00000001484	167	120	177	243	181	131
ENSRNOG00000001488	3948	4354	4492	4568	4401	3954
ENSRNOG00000001489	263.956	234.198	243.853	254.459	218.902	216.685
ENSRNOG00000001490	357	454	481	474	459	402
ENSRNOG00000001492	126.4462	117.81889	117.28325	91.5822	92.49713	105.25779
ENSRNOG00000001493	564	517	607	540	602	531
ENSRNOG00000001494	1615	1546	1499	1548	1584	1436
ENSRNOG00000001499	3	7	7	6	1	3
ENSRNOG00000001500	538	607	605	705	613	484
ENSRNOG00000001501	1052	973	702	1093	904	878
ENSRNOG00000001506	16	19	24	17	9	14
ENSRNOG00000001510	0	0	0	0	0	0
ENSRNOG00000001512	0	0	0	0	0	0
ENSRNOG00000001514	139	162	157	197	158	124
ENSRNOG00000001515	1211	1059	1107	1137	1067	1033
ENSRNOG00000001516	133	121	61	99	104	146
ENSRNOG00000001517	806	1048	1131	2134	981	867
ENSRNOG00000001518	1471	1389	796	1205	1255	1205
ENSRNOG00000001519	0	0	0	1	0	0
ENSRNOG00000001520	1	2	2	0	3	4
ENSRNOG00000001524	1287	1388	1275	1514	1186	1398
ENSRNOG00000001525	56	31	50	49	21	30
ENSRNOG00000001527	114.48803	83.68571	100.6094	90.7542	97.72396	115.255
ENSRNOG00000001528	9	14	22	12	8	14
ENSRNOG00000001531	142	126	112	136	108	107
ENSRNOG00000001544	46	88	92	80	78	47
ENSRNOG00000001547	806	853	770	867	734	796
ENSRNOG00000001548	2540	2387	2271	2383	2189	2375
ENSRNOG00000001551	5465	6323	6310.97	6583	6089	5996
ENSRNOG00000001554	125.0002	124	108	105	127	121.99975
ENSRNOG00000001555	756	765	445	674	627	720
ENSRNOG00000001557	1021	995	989	892	764	910
ENSRNOG00000001559	1532	1596	1914	1979	1624	1604
ENSRNOG00000001566	0	0	0	0	0	0
ENSRNOG00000001567	0	0	0	0	0	0
ENSRNOG00000001570	0	0	0	0	0	0
ENSRNOG00000001571	0	0	0	0	0	0
ENSRNOG00000001572	0	0	0	0	0	0
ENSRNOG00000001573	2155.513	2168.26	1664.744	1800.36	1806.098656	1980.693
ENSRNOG00000001575	0	0	2	0	1.0000000138791	0
ENSRNOG00000001577	0	0	0	0	0	0
ENSRNOG00000001578	0	0	1	0	0	1
ENSRNOG00000001580	2	0	0	1	0	0
ENSRNOG00000001581	2	2	1	2	0	1
ENSRNOG00000001582	823	728	734	760	653	675
ENSRNOG00000001584	48.99996	35.99999	8	8	28	59.00004
ENSRNOG00000001585	413	298	411	424	336	317
ENSRNOG00000001587	0	0	0	0	0	0
ENSRNOG00000001588	0	0	0	0	0	0
ENSRNOG00000001589	0	0	0	0	0	0
ENSRNOG00000001592	4956.67	5744.42	4833.13	4927.55	4792.43	5044.95
ENSRNOG00000001593	313	312	303	269	231.00000976529	262
ENSRNOG00000001596	15701	17205	18799	19329	17994	15116
ENSRNOG00000001597	557.9999	500.9997	531.9996	487.0002	434.0004	503.9996
ENSRNOG00000001598	1114.33	1125.58	944.867	998.447	924.572	1026.05
ENSRNOG00000001599	358	378	306	402	305	303
ENSRNOG00000001601	0	0	0	1	0	0
ENSRNOG00000001602	1376	1282	1232.0008	1304	1112.99641	1320.9999
ENSRNOG00000001603	347	416	415	518	385	399
ENSRNOG00000001607	405	381	414	443	379	349
ENSRNOG00000001608	160	131	164.0002	196	111	133
ENSRNOG00000001609	377	311	339	325	276	362
ENSRNOG00000001611	9214.97	10440	9888.98	10220	9041.93	9757.96
ENSRNOG00000001613	674	692	737	719	625	655
ENSRNOG00000001616	435	416	633	382	436	404
ENSRNOG00000001618	0	1	1	3	1	1
ENSRNOG00000001620	328	246	269	400	285	257
ENSRNOG00000001621	326	253.0005	297.0004	325	287.0001	265
ENSRNOG00000001622	0	1	1	0	1	4
ENSRNOG00000001623	498	408	378	530	404	457
ENSRNOG00000001627	12.000002	14	19.00003	17	28	21.000012487
ENSRNOG00000001628	16	25	20	18	20	34
ENSRNOG00000001629	1641	1646	1639	1773	1466	1474
ENSRNOG00000001632	1301.41	1075.11	1014.97	1213.43	1025.67	1120.74
ENSRNOG00000001633	2347	2197.996	1928.997	2448.004	2074	2126.998
ENSRNOG00000001634	1	2	0	0	0	0
ENSRNOG00000001640	1802.57	2155.2	1805.47	2103.09	1842.48	1990.2
ENSRNOG00000001642	1010	1024	986	1043	941	962
ENSRNOG00000001643	761	835	809	841	836	783
ENSRNOG00000001644	0	0	0	1	0	0
ENSRNOG00000001645	1460	1538	668	942	1124	1718
ENSRNOG00000001647	1228	1111	1098	1279	1220	920
ENSRNOG00000001652	134.0001	132	148	141	135	125.99996105
ENSRNOG00000001653	222	226	239	255	273	208
ENSRNOG00000001654	802	725	787	838	780	820
ENSRNOG00000001656	2	7	2	2	3	1
ENSRNOG00000001657	1280	1330	1112	1279	1169	1258
ENSRNOG00000001658	2	1	0	1	0	2
ENSRNOG00000001662	1880	1839	1300	1710	1654	1624
ENSRNOG00000001675	0	0	0	0	0	0
ENSRNOG00000001679	2	0	0	3	2	1
ENSRNOG00000001680	198.152	224.03	176.574	215.893	154.031	209.013
ENSRNOG00000001681	824	880	682	819	806	879
