gene	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6
ENSRNOG00000020293	0	1	0	0	0	0	0
ENSRNOG00000020294	0	0	1	0	0	0	0
ENSRNOG00000020295	109	90	95	118	67	103	109
ENSRNOG00000020296	0	0	0	0	0	0	0
ENSRNOG00000020297	669.081	825.024	701.421	882.16	605.3295	604.346	543.428
ENSRNOG00000020298	2109	2188	1993	2144	1689	1657	1317
ENSRNOG00000020299	2134	2248	2198	2114	1900	1864	1855
ENSRNOG00000020300	279	224	295	184	228	182	195
ENSRNOG00000020301	0	0	0	0	0	0	0
ENSRNOG00000020302	238	274	239	264	213	190	201
ENSRNOG00000020304	1242.06	1452.61	1397.99	1359.42	1126.16	1225.53	1137.08
ENSRNOG00000020305	0	0	0	0	0	0	0
ENSRNOG00000020307	74.9058	122.284	134.463	94.0304	80.5338	87.463	76.5103
ENSRNOG00000020308	2564	2829	2873	2496	2337	2772	3279
ENSRNOG00000020309	13	17	7	7	10	10	8
ENSRNOG00000020310	644	643	647	433	481	519	479
ENSRNOG00000020315	482	438	564	577	474	479	559
ENSRNOG00000020317	1864	1929	1990	2085	1661	1843	1967
ENSRNOG00000020318	483.9995	426	516	462.0003	470.9998	424	450
ENSRNOG00000020321	533	517	504	503	461	438	439
ENSRNOG00000020322	92	126	74	90	85	66	74
ENSRNOG00000020325	391	353	334	318	314	307	288
ENSRNOG00000020330	404	428	434	322	366	352	357
ENSRNOG00000020332	22.00003	6.0000012148294	16.00000397529	8.000004536497	17.000000636128	4.9999949018403	6.000000662463
ENSRNOG00000020333	1056	1150	1062	1015	998	1074	1032
ENSRNOG00000020336	359	401	301	385	287	293	363
ENSRNOG00000020337	1	8	1	6	5	2	1
ENSRNOG00000020338	2	4	0	2	2	5	5
ENSRNOG00000020339	130.00037	117.99999	103	107.99962	108.00008	71	54
ENSRNOG00000020340	491	591.0003	549	625	438	472	462
ENSRNOG00000020342	267	279	272	229	239	239	259
ENSRNOG00000020344	336	450	334	329	264	301	209
ENSRNOG00000020345	295	323	306	331	297	253	334
ENSRNOG00000020346	6010.84	6480.75	6252.28	6254.41	5224.38	5935.27	6293.68
ENSRNOG00000020347	1119.9988	1275.0019	1166.0006	1215.0042	1052.9997	993.9996	991.9999
ENSRNOG00000020349	56	53	46	44	55	51	62
ENSRNOG00000020350	711	787	582	692	597	532	598
ENSRNOG00000020351	1545	1496	1404	1463	1382	1279	1365
ENSRNOG00000020353	1087	1218	780	940	802	783	707
ENSRNOG00000020354	1080	1179	1099	989	1052	1153	1198
ENSRNOG00000020355	134	124	119	105	112	82	102
ENSRNOG00000020356	106	93	76	135	78	79	77
ENSRNOG00000020357	431.918	454.975	476.578	406.84	386.671	413.654	470.572
ENSRNOG00000020358	2235	2415	2106	1544	1998.69	1955	1605.63
ENSRNOG00000020360	400.00034	475.99957	501.0005	679.9995	468.0002	434.0001	506.9998
ENSRNOG00000020361	316.9998	301.9997	281	255.0004	287.9995	240	294.0001
ENSRNOG00000020363	1554	1625	1361	1237	1265.31	1204	1342.37
ENSRNOG00000020368	256	276	248	251	223	225	239
ENSRNOG00000020369	975.9707	1016.97584	1003.9997	1041	835.01479	913.94905	822.9995
ENSRNOG00000020371	250.00033	266.00022	238.99965	267.99965	250.0002	212.99992	203.999605
ENSRNOG00000020372	161	213	145	184	154	136	172
ENSRNOG00000020373	2054.0034	2064.0036	2100.003	1913.9986	1894	1799.0023	1675.9998
ENSRNOG00000020374	537.294	544.664	456.868	439.069	445.083	475.393	478.967
ENSRNOG00000020376	269	294	251	212	239	236	237
ENSRNOG00000020377	35.1262	39.1636	42.1365	28.1056	22.0885	35.1857	33.1331
ENSRNOG00000020379	359	311	344	388	334	283	290
ENSRNOG00000020380	3	5	1	2	0	2	2
ENSRNOG00000020382	12	15	10	29	16	5	18
ENSRNOG00000020383	1218	1214	1326	1504	1153	1095	788
ENSRNOG00000020384	919.89	1031.87	1016.86	963	878.751	820	877.716
ENSRNOG00000020385	2111	2101	2066	1856	1883	1704	1016
ENSRNOG00000020386	1541.008	2001.996	1678.006	2117.003	1574	1525.001	1464.006
ENSRNOG00000020388	498	536	547	488	422	483	514
ENSRNOG00000020389	93.3216	111.684	134.566	78.9205	97.6516	122.077	164.338
ENSRNOG00000020390	223	256	223	247	253	232	279
ENSRNOG00000020391	505	530	502	607	482	432	451
ENSRNOG00000020392	670	711	714	659	620	658	761
ENSRNOG00000020393	644.9996	632.9992	681.0006	629.9994	561.9999	499.0004	603.9999
ENSRNOG00000020394	959	918	933	985	830	790	772
ENSRNOG00000020399	8	3	15	10	4	8	3
ENSRNOG00000020400	20	27	17	23	29	18	24
ENSRNOG00000020401	83	74	66	78.0000000331141	71	61	59
ENSRNOG00000020405	0	0	0	0	0	0	0
ENSRNOG00000020406	1	5	3	3	2	3	1
ENSRNOG00000020407	79.237	77.1003	70.0766	71.4023	88.0277	61.0198	45.0208
ENSRNOG00000020409	1	1	0	0	1	1	0
ENSRNOG00000020410	0	0	1	1	3	0	0
ENSRNOG00000020411	1386	1559	1415	1533	1237	1319	1423
ENSRNOG00000020412	3836	4249	4147	3911	3399	3653	3647
ENSRNOG00000020415	130.849	131.962	150.44123	122.404	72.9796	102.758	109.145
ENSRNOG00000020416	105	106	95	120	102	100	113
ENSRNOG00000020417	1375.931	1473.277	1348.2	1365.584	1160.604	1139.977	1088.454
ENSRNOG00000020420	0	0	0	0	0	2.30132	1
ENSRNOG00000020421	74.525	68.2004	79.1879	68.3826	48.8386	61.9555	69.6743
ENSRNOG00000020423	1210	1539.998	1154	1435	1162	1080	1136
ENSRNOG00000020424	9	1	6	5	4	4	3
ENSRNOG00000020425	593.00056	614.9999	529.000133913	509.00052	532.0005	414.0004	472.999411
ENSRNOG00000020426	1146	1134	1002	921	939	831	735
ENSRNOG00000020427	358	390	380	360	352	310	370
ENSRNOG00000020430	392	410	412	467	325	421	369
ENSRNOG00000020431	51	39	30	57	29	28	28
ENSRNOG00000020433	14426.6700003574	14472.35	13362.03	13919.13	12408.39	10651.71	6934.66000018955
ENSRNOG00000020434	30	27	40	36	27	39	37
ENSRNOG00000020435	277	276	257	236	250	248	272
ENSRNOG00000020438	722	785	819	732	691	702	687
ENSRNOG00000020440	1037	998	1019	1046	900	967	844
ENSRNOG00000020441	210.0003	166.00001	200.0003	140.9996	151.0004	151.0001	153.0003
ENSRNOG00000020442	2023	1994	2090	1983	1853	2068	1976
ENSRNOG00000020443	19	16	24	28	23	20	26
ENSRNOG00000020444	86.401	76.6217	69.93	93.0437	57.646	68.5057	69.1696
ENSRNOG00000020446	24.8927	44.0989	47.9579	28.2039	24.3394	45.9232	57.6597
ENSRNOG00000020450	171	156	205	182	177	144	177
ENSRNOG00000020451	21008	21080	20939	17585	18112	19049	18678
ENSRNOG00000020452	1021	1065	1135	885	916	932	834
ENSRNOG00000020455	47	46	38	29	38	44	41
ENSRNOG00000020456	1489.03	1814.68	1697.84	1349.36	1335.46	1540.73	1343.09
ENSRNOG00000020457	1055.00014	1160	961.9998	871	937	650.0005	669.0006
ENSRNOG00000020460	3261	3525	3658	3498	3073	3441	3316
ENSRNOG00000020463	616.686	581.207	610.423	659.488	514.658	543.891	608.71
ENSRNOG00000020464	1961	2004	1911	1998	1874	1983	1959
ENSRNOG00000020465	407	375	413	220	407	327	272
ENSRNOG00000020466	1321.64	1319.73	1251.28	1363.9	1204.69	1142.12	1274.83
ENSRNOG00000020467	1575	1580	1619	841	1307	1311	1195
ENSRNOG00000020468	466	491	471	444	444	410	331
ENSRNOG00000020470	656	693	710	648	591	664	657
ENSRNOG00000020474	2200	2122	2058	2301	1850	1901	1947
ENSRNOG00000020475	1243	1304	1333	1372	1108	1109	977
ENSRNOG00000020477	1.41827	0	0	0	1.38655	0	0
ENSRNOG00000020478	6	9	4	1	3.999997	5	7.0000000377746
ENSRNOG00000020479	1073.06	1320.58	1203.14	1296.22	1094.05	1264.59	1179.65
ENSRNOG00000020480	1755	1567	1675	1958	1491	1554	1582
ENSRNOG00000020481	276.805	290.061	313.062	325.895	307.577	309.324	321.81
ENSRNOG00000020482	176.7605	179.3089	158.9997	155.9659	128.8217	118.1648	129.515
ENSRNOG00000020484	6	9	11	15	8	11	12
ENSRNOG00000020485	97	133	116	79.00003	111.00018	121	94
ENSRNOG00000020486	285.768	295.75	341.184	291.678	258.501	271.057	300.357
ENSRNOG00000020487	548	542	489.884	702	520	561	604
ENSRNOG00000020488	771	736	798	811	715	713	719
ENSRNOG00000020489	1	5	1	3	6	4	1
ENSRNOG00000020492	10.8269	7.28008	14.6034	4.84618	9.82732	6.09109	10.9623
ENSRNOG00000020495	3158	3300	3376	3460.0027	2997.9977	3308.0038	3328.00215
ENSRNOG00000020497	1040	1208	1196.997	970	971	1031	1130
ENSRNOG00000020500	2160.361	2322.425	2223.569	2297.269	1904.632	1968.794	2125.775
ENSRNOG00000020501	63.35973	65.268	78.7188	58.09579	64.31039	60.87905	59.1732
ENSRNOG00000020503	8	12	10	27	5	9	11
ENSRNOG00000020505	64	80	62	117	60	64	88
ENSRNOG00000020506	127	172	102	186	139	129	99
ENSRNOG00000020513	2585.03647	2881.37798	2817.1123	2744.27843	2361.17126	2416.49015	2456.8415
ENSRNOG00000020514	87.99998	86	67	108.00005	61	85	81.00001
ENSRNOG00000020517	69	60	60.00002	74	59	66.00004	84
ENSRNOG00000020518	352.639	311.574	275.432	288.73	239.373	242.209	278.223
ENSRNOG00000020519	125	107	90	116	99	105	76
ENSRNOG00000020525	3607	3954	2799	2750	2800	2675	2579
ENSRNOG00000020526	1321.0041	1511.0015	1425.9977	1498.9962	1178.0013	1192.005	1334.9974
ENSRNOG00000020527	3664.34	3609.86	3817.74	3416.08	3235.91	3436.87	3264.94
ENSRNOG00000020530	0	0	1	0	0	1	0
ENSRNOG00000020531	604.141	651.034	590.866	598.691	580.308	529.325	485.495
ENSRNOG00000020532	692.00011	767.00017	640.9997	685.99976	578.00015	571.99955	615.00017
ENSRNOG00000020533	7932	7334	7835	7151	7182	6604	6049
ENSRNOG00000020536	0	0	0	0	0	0	0
ENSRNOG00000020538	1	2.09846	1.04272	3.13164	0	1.12429	1
ENSRNOG00000020539	2	5	2	1	5	5	3
ENSRNOG00000020541	168.0003	175	142	183	165.9995	152.9996	128
ENSRNOG00000020542	840.9995	966.0005	1056	994.0002	837.9996	1070.0003	988
ENSRNOG00000020543	471.00024	428.9999	431.0001	501	455.00025	445	429.0002
ENSRNOG00000020544	408	460	396	386	377	382	378
ENSRNOG00000020546	304	272.902	326.957	289.868	217	235.876	277
ENSRNOG00000020551	683	620	601	716	657	550	556
ENSRNOG00000020552	304	229	246	278	214	159	167
ENSRNOG00000020554	598	574	553	476	557	477	510
ENSRNOG00000020557	79.0027	75.004	67.018	66.0038	76.0035	72.0026	78.0035
ENSRNOG00000020560	9	4	2	4	4	2.73439	3
ENSRNOG00000020562	50	57	42	58	46	49	74
ENSRNOG00000020563	1	0	0	0	0	0	0
ENSRNOG00000020567	832	782	776	732	763	775	830
ENSRNOG00000020571	101	97.9999581	110	161	104	92	123
ENSRNOG00000020573	462	401	413	338	404	331	409
ENSRNOG00000020577	1146	1248	1050	1029	936	902	1034
ENSRNOG00000020578	53.5497	84.08464	77.5189659	47.2887	56.9151	57.33591	72.79222
ENSRNOG00000020579	602	587	508	676	425	418	251
ENSRNOG00000020580	24.7012	20.7097	20.6617	18.5239	18.6875	8.41553	26.6602
ENSRNOG00000020583	620	498	535	576	494	509	508
ENSRNOG00000020585	41	60	40	32	48	41	36
ENSRNOG00000020587	1088.9963	1030.0018	1007.9999	881.00019	888.9998	860.0001	868.9999
ENSRNOG00000020588	94	78.99995	86	83.00003	88.99999	74.99995	91
ENSRNOG00000020590	621.754	546.328	536.807	596.939	527.893	542.855	554.897
ENSRNOG00000020593	152	177	132	154	129	137	61
ENSRNOG00000020594	1461	1306	1172	1096	1155	1027	868
ENSRNOG00000020595	15013.0203	16267.9998	15818.9764	16818.9582	13877.9499	16233.9633	16832.9632
ENSRNOG00000020596	722.726	674.368	712.685	761.962	691.141	732.281	881.416
ENSRNOG00000020597	147	181	164	199	131	132	166
ENSRNOG00000020598	125.95361	153.408	153.06328	142.97103	128.65025	141.49214	116.44235
ENSRNOG00000020599	76	107	91	121	83	65	59
ENSRNOG00000020601	2577.003	2538.002	2566.995	2335.996	2402.004	2084.996	1966.001
ENSRNOG00000020602	4808	4900.96	5271	4784.96	4825	5160	5293
ENSRNOG00000020603	10.2988	8.29032	10.3383	16.4761	8.31249	11.5845	5.33978
ENSRNOG00000020605	575.103	718.532	733.973	800.009	573.514	651.372	732.946
ENSRNOG00000020606	41	23	24	28	39	49	30
ENSRNOG00000020607	1472	1485	1418	1276	1379	1232	1334
ENSRNOG00000020608	361	340	370	430	335	299	294
ENSRNOG00000020614	98	103	80	53	88	72	85
ENSRNOG00000020615	4701	4947	4812	4760	4280	4500	4461
ENSRNOG00000020616	834.739	825.781	812.609	1075.687	748.646	760.095	745.964
ENSRNOG00000020617	382	371	377	328	302	296	258
ENSRNOG00000020618	98.8871	59.873	73.067	49.0661	62.5522	58.7748	48.5889
ENSRNOG00000020619	2738	2643	3010	2686	2479	2618	2511
ENSRNOG00000020620	9	14	17	9	8	15	8
ENSRNOG00000020621	19	22.173	19	18	15.1383	21	20.1833
ENSRNOG00000020622	144	136	119	127	122	115	104
ENSRNOG00000020623	997.00001	1041.00269	1038.99817	920.00034	993.99972	973.00034	1040.9966
ENSRNOG00000020624	125	154	156	179	121	147	167
ENSRNOG00000020625	1	0	0	0	0	0	0
ENSRNOG00000020626	689	669	688	587	643	635	767
ENSRNOG00000020628	179.354	198.941	245.163	358.832	273.097	292.493	152.594
ENSRNOG00000020630	119.531	180.225	148.477	180.742	130.084	129.809	134.158
ENSRNOG00000020634	220	225	246	245	191	223	261
ENSRNOG00000020635	314	336	351	270	313	355	360
ENSRNOG00000020636	1110.996	1107	1059.9998	1229.002	1123	936	959.9999
ENSRNOG00000020637	1	1	0	2	0	3	0
ENSRNOG00000020638	9	5	4	2	5	2	4
ENSRNOG00000020640	367.001	412.12	342.618	363.186	281.572	260.438	283.177
ENSRNOG00000020641	8.13054	8.11832	8.35485	7.11479	6.10566	8.38797	5.86561
ENSRNOG00000020642	632	716.588	703.746	936.848	590.913	647	712.545
ENSRNOG00000020643	995.289	1066	1102	1028.763	883.268	1045.416	982
ENSRNOG00000020644	237	230	277	153	270	200	170
ENSRNOG00000020646	1035	1100	1216	1335	981	1066	1101
ENSRNOG00000020647	0	0	0	0	0	0	0
ENSRNOG00000020650	102	95.0000140062	80.9999822	45	80	96	67
ENSRNOG00000020651	1853	1516	1934	2224	1850	1424	1137
ENSRNOG00000020652	1224	1129	977	1275	917	793	757
ENSRNOG00000020653	567.881	570.848	522.92	530.619	463.961	432.953	478.644
ENSRNOG00000020655	6	6	3	4	1	3	2
ENSRNOG00000020656	70	65.4687	59.00005	49	55	36.84616	41.99357
ENSRNOG00000020657	1922.948	1856.716	1879.394	1789.416	1646.667	1591.389	1445.577
ENSRNOG00000020658	1239.28	1283.11	1350.02	1124.29	1138.02	1288.64	1247.13
ENSRNOG00000020659	1606	1880	1768	2072	1478	1723	1695
ENSRNOG00000020660	20183	20943	21998	19587	17376	19632	16788
ENSRNOG00000020663	1378	1306	1289	1147	1146	945	1087
ENSRNOG00000020667	813	825	730	755	695	631	726
ENSRNOG00000020668	986	1063	1008	1126	855	884	830
ENSRNOG00000020669	100.96956	87.9065	120.07804	118.16684	81.14817	102.914	85.0015
ENSRNOG00000020670	170	217	194	213	176	177	146
ENSRNOG00000020673	4902	4758	4466	5359	4105	3917	3962
ENSRNOG00000020674	11655	12035	11917.8	11984.8	11049	11990	12046.8
ENSRNOG00000020675	996	991	870	1041	845	773	819
ENSRNOG00000020676	188	194	204	166	206	167	176
ENSRNOG00000020678	197	215	221	148	255	208	275
ENSRNOG00000020679	1146	1175	946	923	1142	764	731
ENSRNOG00000020681	1	0	0	0	1	0	0
ENSRNOG00000020683	3097	3207	2872	2988	2754	2561	2658
ENSRNOG00000020684	6300	6065	5736	6541	5445	5283	4785
ENSRNOG00000020685	78	70	85	112	62	44	43
ENSRNOG00000020686	3	2	3	4	4	5	3
ENSRNOG00000020687	86	76	91	59	87	76	65
ENSRNOG00000020688	309.9999	340	333	335	263.0003	317	311
ENSRNOG00000020689	229.248	269	199.637	248	203.94	153	186
ENSRNOG00000020692	147	137	157	169	142	156	145
ENSRNOG00000020693	53	53	61	45	51	51	59
ENSRNOG00000020694	47	35	45	21	36	36	37
ENSRNOG00000020695	646.0005	710.9995	636.9996	403	619.9999	509.9997	656
ENSRNOG00000020696	779	781	766	762	734	702	714
ENSRNOG00000020698	345	309	328	229	309	283	325
ENSRNOG00000020699	11	13	15	29	12	16	13
ENSRNOG00000020700	343	414	393	310	382	287	302
ENSRNOG00000020701	172.0002	226.0001	225.0004	240.0003	212.9997	181.0002	174.0002
ENSRNOG00000020702	282	347	291	312	268	276	305
ENSRNOG00000020703	343	400	271	335	308	193	239
ENSRNOG00000020704	213	232	210	161	200	180	225
ENSRNOG00000020705	105	112	137	113	101	100	153
ENSRNOG00000020706	23.0244	23	22	15	7.01915	21	23
ENSRNOG00000020710	1399	1457	1242	1478	1163	959	1015
ENSRNOG00000020713	864.285	915.966	849.147	667.4359	784.678	750.9168	802.55
ENSRNOG00000020714	310.059	349.106	277.274	288.066	271.536	292	281.542
ENSRNOG00000020715	11084	11710	10633	9957	9342	9985	9901
ENSRNOG00000020716	2196.004	2341.003	2057.997	1983.995	1836.995	1828.002	1462
ENSRNOG00000020717	555	596	606	553	565	478	488
ENSRNOG00000020719	1481.14	1833.01	1794.71	1297.09	1260.37	1688.53	2086.33
ENSRNOG00000020720	0	1	1.9999967	1	0	0	0
ENSRNOG00000020721	249	249	239	345	255	250	291
ENSRNOG00000020723	730	907	772	837	726	752	824
ENSRNOG00000020726	338	371	306	314	328	279	244
ENSRNOG00000020729	153	179	164	237	149	124	155
ENSRNOG00000020730	2106.3524	2355.736	2162.657	2405.5039	2017.3807	2101.106	2382.549
ENSRNOG00000020731	5	21	20	17	19	2	12
ENSRNOG00000020733	2	2	3	3	3	1	5
ENSRNOG00000020736	181	205	203	179	196	184	236
ENSRNOG00000020737	1144	1142	1074	950	974	903	966
ENSRNOG00000020742	1440	1468	1249	1674	1135	1070	1125
ENSRNOG00000020743	49	54	43	50	47	35	41
ENSRNOG00000020744	629	748	549	683	635	490	603
ENSRNOG00000020746	17	18	19	17	9	11	9
ENSRNOG00000020747	692	636	658	583	634	493	502
ENSRNOG00000020748	9397	9849	8051	7455	7618	6670	5781
ENSRNOG00000020749	2.01998	1.00501	1.00204	4.0135	0	0	0
ENSRNOG00000020751	318.928	344.234	293.064	297.349	278.103	321.103	331.777
ENSRNOG00000020753	291	292	325	450	283	293	308
ENSRNOG00000020762	549.681	501.99	526.73	563.573	485.931	462.259	533.704
ENSRNOG00000020763	4841.004	5229.001	5241.997	5041.999	4537.004	4521.995	4051
ENSRNOG00000020769	375.0004	463.9999	442.9996	543.9995	402.0004	429.0001	505
ENSRNOG00000020770	518.973	477.262	515.037	430.682	457	396.96	394
ENSRNOG00000020771	1869.12	2000.44	1986.21	2048.73	1868.6	1828.24	2058.25
ENSRNOG00000020772	701.0001	780	771.9996	961	644.0003	683.0002	654.9998
ENSRNOG00000020773	1206	1228	1055	919	980	918	809
ENSRNOG00000020774	20.4241	45.0703	33.8237	58.9349	50.8229	39.0408	71.8572
ENSRNOG00000020775	0	0	0	0	0	0	0
ENSRNOG00000020776	270	274	305.0003	333	258	263.0003	272.9996
ENSRNOG00000020777	216.5307	255.7795	208.3441	220.1673	224.3545	196.3657	134.1417
ENSRNOG00000020778	6	7	5	5	6	7	9
ENSRNOG00000020779	93.5884	131.767	119.518	139.429	75.8958	95.0709	104.492
ENSRNOG00000020781	29.2535	76.476	66.5792	47.4734	39.3803	57.8739	75.8439
ENSRNOG00000020782	1156.0002	1179.00039	1203.99989	1418.99929	1180.9997	956.99998	930.99978
ENSRNOG00000020783	5	6	8	8	5	6	8
ENSRNOG00000020784	2	6	2	1	5	4	3
ENSRNOG00000020791	1490	1538	1493	1347	1379	1267	1311
ENSRNOG00000020792	424	395	447	422	398	370	279
ENSRNOG00000020793	735	726	762	680	677	700	608
ENSRNOG00000020797	40	44	30	40	37	18	39
ENSRNOG00000020799	73.3683	77.3598	88.7571	84.6913	77.8796	106.957	113.852
ENSRNOG00000020801	0	0	0	0	0	0	0
ENSRNOG00000020803	33	28	28	26	19	20	10
ENSRNOG00000020804	1568	1977.001	1808	1410	1457	1647	1565
ENSRNOG00000020805	3	2	0	4	0	2	0
ENSRNOG00000020807	327	364.903	361	307	300	279	374
ENSRNOG00000020811	82	112	122	136	97	106	103
ENSRNOG00000020812	2727	2937	2538	5148	2199	2274	2326
ENSRNOG00000020813	2681.89	2602.65	2117.5	2284.42	2049.41	1706.61	1822.28
ENSRNOG00000020817	0	0	0	0	0	0	0
ENSRNOG00000020821	162.837	188.53	106.956	131.27	113.05	111.683	92.7451
ENSRNOG00000020822	1356	1422	1249	1071	1173	1130	1077
ENSRNOG00000020827	0	0	0	0	0	0	0
ENSRNOG00000020828	116	114	86	117	106	93	100
ENSRNOG00000020829	629	653	647	920	619	625	537
ENSRNOG00000020830	43	38.5461	35.74831	31	35.99834	44	22.01430622775
ENSRNOG00000020832	52	52	52	66	33	39	22
ENSRNOG00000020833	81	80	88	76	79	72	120
ENSRNOG00000020835	27	39	35	22	25	24	25
ENSRNOG00000020836	52.5089	48.973	46.666	42	53.5732	30.4903	56.5082
ENSRNOG00000020837	0	0	0	1	0	0	3
ENSRNOG00000020839	165	167	146	165	116	73	127
ENSRNOG00000020843	5883.94	5909.88	6109	7016.27	5357.18	5276.61	5452.93
ENSRNOG00000020845	156	140	124	124	142	111	146
ENSRNOG00000020847	137	144	138	182	130	122	149
ENSRNOG00000020848	579	597	509	610	469	453	510
ENSRNOG00000020849	7	4	3	2	1	6	11
ENSRNOG00000020851	1760	1641	1472	1364	1425	1278	1176
ENSRNOG00000020853	1679.005	1658	1517.954	1430	1423	1439	1397
ENSRNOG00000020857	868.73341	1003.18138	844.1076	773.160260030464	789.4582	725.24828	743.07366
ENSRNOG00000020860	327	333	357	397	318	305	302
ENSRNOG00000020862	1833	1952	1377	1515	1319	1106	1184
ENSRNOG00000020863	3	6	4	7	4	4	4
ENSRNOG00000020864	7	6	6	7	5	1	4
ENSRNOG00000020865	44.5049	43.2446	35.43774	32.1204	27.14408	35.05874	37.3862
ENSRNOG00000020867	427.6691	422.0092	401.7031	438.2755	413.2883	344.8829	354.2975
ENSRNOG00000020869	577	566	604	682	578	506	696
ENSRNOG00000020871	1292.0004	1392.0034	966	1188.0023	1010.9999	753.9996	882.9999
ENSRNOG00000020872	0	0	0	1.02983	0	0	0
ENSRNOG00000020873	74.0806	86.5857	81.0935	57.4335	84.9604	66.4044	54.1811
ENSRNOG00000020874	0	0	0	0	0	0	0
ENSRNOG00000020875	9.20856	9.15587	8.17636	13.18	7.11193	9.13231	10.1588
ENSRNOG00000020876	2678.979	2503.99	2613	2107.987	2490.004	2076.997	2114.996
ENSRNOG00000020877	0	0	0	0	0	0	0
ENSRNOG00000020878	631	615	660	611	550	564	564
ENSRNOG00000020879	25	47	31	33	23	20	33
ENSRNOG00000020880	219	236	209	224	216	216	222
ENSRNOG00000020881	2404.0043	2406.99906	2101.00195	1839.00183	2134.00145	1955.9973	1971.0009
ENSRNOG00000020882	317.00026	318.00004	308.99963	355.00025	292.99975	288	291.9997
ENSRNOG00000020883	125	178	108	136	126	107	125
ENSRNOG00000020884	2	3	1	0	2	0	0
ENSRNOG00000020888	2	2	0	0	0	0	2
ENSRNOG00000020889	4913	5060	4553	5050	4168	4049	4277
ENSRNOG00000020890	2	1	0	1	0	0	2
ENSRNOG00000020891	9	9	21	27	11	15	16
ENSRNOG00000020892	1363	1523.003	1324	1374	1242	1090	1234
ENSRNOG00000020893	1094	1139.93	1028	1117.894	923	941.933	881
ENSRNOG00000020894	1389.85	1460.84	1661.74	1739.88	1362.88	1318.88	1501.9
ENSRNOG00000020897	2891	2978	2812	2964	2482	2570	2711
ENSRNOG00000020899	0	0	2	1	1	0	0
ENSRNOG00000020901	75	84	83	76	62	71	61
ENSRNOG00000020902	760	788	759	736	602	624	672
ENSRNOG00000020903	109	84	98	82	89	68	86
ENSRNOG00000020904	273.724	350.448	286.812	229.653	289.216	222.909	295.96
ENSRNOG00000020905	1960	1780	1777	1566	1516	1558	1867
ENSRNOG00000020906	634.276	630.552	702.189	669.347	544.7844	588.092	594.04
ENSRNOG00000020907	0	5	1	1	1	0	0
ENSRNOG00000020908	49	50	54	60	39	44	37
ENSRNOG00000020915	930	1325	944	1212	1041	930	1083
ENSRNOG00000020916	680	639	647	795	607	577	686
ENSRNOG00000020918	1304.101	1246.271	1170.9951	1129.6947	1086.3021	952.9828	775.4531
ENSRNOG00000020922	6052	5703	5097	5265	4872	3672	2819
ENSRNOG00000020923	239	264.9998	226.9999	172.0004	201.9998	184	188
ENSRNOG00000020925	594	667	626	714	561	572	532
ENSRNOG00000020927	10	9	6	7	11	4	11
ENSRNOG00000020929	202	235	237	225	208	165	173
ENSRNOG00000020930	304	286	271	273	237	255	229
ENSRNOG00000020932	2	2	0	1	0	1	0
ENSRNOG00000020935	921	1011	866	808	871	811	935
ENSRNOG00000020936	202	193	175	140	173	152	183
ENSRNOG00000020937	5184.23	5249.86	5068.14	4693.1	4425.27	4251.64	4308.21
ENSRNOG00000020938	1027.0002	932.9995	926	812.9996	883.0002	638	601.9998
ENSRNOG00000020939	0	0	2	2	0	0	1
ENSRNOG00000020941	1302	1310	1381	1090	1249	1362	1330
ENSRNOG00000020942	132	128	118	89	110	117	108
ENSRNOG00000020945	0	0	0	0	0	0	0
ENSRNOG00000020946	275.891	284.886	289.308	233.695	274.807	263.811	320.838
ENSRNOG00000020947	812	834	820	844	780	704	752.849
ENSRNOG00000020948	355	420	430	327	353	417	401
ENSRNOG00000020949	2	2	1	1	1	1	3
ENSRNOG00000020950	1569.2	1553.06	1572.74	1537.62	1397.15	1323.73	1441.87
ENSRNOG00000020951	116.90123	188.2001	131.57389612	95.3788701655	107.82992	89.067264358	105.9374313
ENSRNOG00000020952	79	88	78	64	84	56	54
ENSRNOG00000020953	15	7	13	7	15	8	14
ENSRNOG00000020955	112408	101310	110541	99141	104722	97768.9	86924
ENSRNOG00000020956	985	1111	1013	963	880	915	1116
ENSRNOG00000020957	8	16	8	10	8	5	4
ENSRNOG00000020970	121	129	119.0001	70.00004	105	128.0004	128.9996
ENSRNOG00000020975	584.795	556.942	544.263	545.384	542.854	545.272	508.126
ENSRNOG00000020979	5456	5368	5431	4674	5121	5256	5242
ENSRNOG00000020980	1.4244	2.00722	1.03649	2.00003	2.00312	2.00365	1.00185
ENSRNOG00000020981	11	9	8	9	8	9	1
ENSRNOG00000020982	12863.8	12985.1	12834.3	13258	11728.6	13153.8	13533.4
ENSRNOG00000020985	46	60	41	17	30	53	52
ENSRNOG00000020989	581.118	535.729	520.748	511.788	553.508	468.42	462.109
ENSRNOG00000020990	3	1	0	2	0	0	1
ENSRNOG00000020991	12	11	7	6	5	9	6
ENSRNOG00000020993	0	0	1	0	0	0	0
ENSRNOG00000020994	2289	2317	2352	2630	2043	2162	2155
ENSRNOG00000020995	8	7	0	7	4	5	1
ENSRNOG00000020996	1107.88	1090.27	1042.25	1038.21	1093.49	993.58	1133.89
ENSRNOG00000020997	2.5756	9	3.0069	1.03198	7.1519	9.01232	3.00416
ENSRNOG00000020998	1	0	2	0	1	2	1
ENSRNOG00000021000	16	7	14	15	14	7	2
