gene	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6
ENSRNOG00000023314	0	0	0	0	0	0	0
ENSRNOG00000023317	1873	1977	1883	2299	2011	1939	1802
ENSRNOG00000023318	18	25	16	20	14	22	18
ENSRNOG00000023320	13.00003	11	8	8	14	19	11
ENSRNOG00000023322	1761	1784	1853	1828	1613	1505	1814
ENSRNOG00000023330	0	0	0	0	0	0	0
ENSRNOG00000023334	682	665	681	923	754	739	574
ENSRNOG00000023337	67.7482	61.6142	56.8101	68.6319	78.4518	70.9042	41.9975
ENSRNOG00000023338	1294	1355	1284	1556	1561	1404	1324
ENSRNOG00000023340	114	101	86	103	94	88	58
ENSRNOG00000023342	0	0	0	0	0	0	0
ENSRNOG00000023344	9817.1	9854.13	10385.8	9641.63	8645.83	8502.44	9557.21
ENSRNOG00000023346	204.5342	189.33813	187.15545	250.497	216.391	209.06262	174.03101
ENSRNOG00000023348	133	183	156	171.00023	179	192.99981	131
ENSRNOG00000023352	685	843	652	960	848	725	758
ENSRNOG00000023356	2064.5	2212.84	2235.44	2667.15	2331.87	2516.56	2283.54
ENSRNOG00000023360	4369.13	4412.57	4236.35	4856.09	4588.48	4702.53	4212.71
ENSRNOG00000023363	867	804	827	905	759	867	907
ENSRNOG00000023365	2.00032	0	2	0	0	1.00003	0
ENSRNOG00000023366	31	45	39	44	39	47	39
ENSRNOG00000023367	0	0	0	0	0	0	0
ENSRNOG00000023372	1	0	0	0	0	2	0
ENSRNOG00000023373	855	1221	836.184	1441	1172.21	1256	1045
ENSRNOG00000023375	983	1090	1012	1138	985	1057	1179
ENSRNOG00000023376	1455	1637	1540	1860	1538	1590	1448
ENSRNOG00000023381	52	67	46	68	71	45	38
ENSRNOG00000023383	5096	5915	5760	7123	5655	6046	5266
ENSRNOG00000023384	0	0	0	0	0	0	0
ENSRNOG00000023385	6678.01	7078.2	7002.9	6801.52	5732.77	5343.4	6645.82
ENSRNOG00000023386	107.773	82.3152	8.61135	120.136	132.837	99.1216	152.703
ENSRNOG00000023387	1893.9999	1969.5021	1896.5024	1851.4999	1569.9965	1538.0011	1854.4963
ENSRNOG00000023389	1	3	2	2	4	3	2
ENSRNOG00000023393	753.99984	1042.9959	648.00016	1405.00373	1209.00183	1252.001	892.99998
ENSRNOG00000023397	0	0	0	0	0	0	0
ENSRNOG00000023400	387	412	342	521	477	420	349
ENSRNOG00000023403	332	448	349	468	380	387	331
ENSRNOG00000023404	15	11	12	19	10	14	11
ENSRNOG00000023407	810.349	842.095	841.178	833.454	684.387	681.22	822.379
ENSRNOG00000023410	347	428	368	436	443	353	409
ENSRNOG00000023411	273	345	286	384	322	326	325
ENSRNOG00000023412	76	58	57	94	59	77	63
ENSRNOG00000023418	0	0	0	0	0	0	0
ENSRNOG00000023427	8	7	4	9	11	4	6
ENSRNOG00000023428	24.4982	35.0747	28.0618	36	28.0818	24.0583	27.0306
ENSRNOG00000023430	0	0	0	0	0	0	0
ENSRNOG00000023431	385	356	320.585	451	449	376	353
ENSRNOG00000023433	2580	2550	2133.996	2629	2290	2446	2184
ENSRNOG00000023434	3	5	11	18	13	9	10
ENSRNOG00000023440	2	1	0	3	1	3	0
ENSRNOG00000023446	152.433	166	165.06	189.003	185	172	130.151
ENSRNOG00000023449	1	1	3	2	4	0	1
ENSRNOG00000023452	62	55	46	69	58	67	57
ENSRNOG00000023453	1106.9995	1168	1048.999	1551	1291.999	1280	920
ENSRNOG00000023455	2027	2332	1956	2412	2006	2201	2188
ENSRNOG00000023456	1401.143	1591.484	1449.314	1721.152	1608.843	1495.22	1367.897
ENSRNOG00000023457	1	0	0	1	0	0	1
ENSRNOG00000023458	80.1689	110.122	90.8138	98.9184	95.9718	92.3511	88.7323
ENSRNOG00000023459	87	100	92	115	77	92	60
ENSRNOG00000023463	502	503	490	594	570	509	520
ENSRNOG00000023465	437	437	372	455	427	408	453
ENSRNOG00000023467	1650.35	1742.24	1559.08	1992.14	1823.53	1744.87	1502.48
ENSRNOG00000023469	0	0	0	0	0	0	0
ENSRNOG00000023473	628	653.99989	521.00051	764.99949	643.00031	683.0003	639.99965
ENSRNOG00000023474	0	0	0	0	0	0	0
ENSRNOG00000023476	2	8	13	12	16	14	9
ENSRNOG00000023477	0	0	0	0	0	0	0
ENSRNOG00000023480	1216	1343	1163	1286	1210	1252	1344
ENSRNOG00000023484	339.361	372.086	358.811	420.376	372.64	377.692	360.047
ENSRNOG00000023485	52	53	59	69	51	48	59
ENSRNOG00000023492	16	20	8	15	18	24	12
ENSRNOG00000023493	14.8475	4.97291	18.2399	6.17757	11.3651	8.71826	14.7136
ENSRNOG00000023494	385.462	380.153	340.80776	375.349	381.63167	336.428	332.96055
ENSRNOG00000023496	4	0	2	3	0	0	3
ENSRNOG00000023497	8	10	9	5	2	5	14
ENSRNOG00000023508	1	0	0	1	0	3	2
ENSRNOG00000023509	389	383	299	524	442	430	321
ENSRNOG00000023511	0	0	0	0	0	0	0
ENSRNOG00000023520	8195	8802	7620	9504	8911	8136	7518
ENSRNOG00000023521	529	633	494	636	596	598	531
ENSRNOG00000023528	5	4	3	3	8	7	6
ENSRNOG00000023529	20106.2	20035.8	20701	19977.7	17992.1	17432.4	19393.1
ENSRNOG00000023530	0	0	0	0	0	0	0
ENSRNOG00000023531	2	4	10	7	7	9	6
ENSRNOG00000023532	0	0	0	0	0	0	0
ENSRNOG00000023533	269	250	252	270	274	246	245
ENSRNOG00000023536	27.00002	25	29	54.00003	36.00005	43	49
ENSRNOG00000023538	760	813	748	869	859	871	750
ENSRNOG00000023541	1243.0049	1463.0018	1353	1816.002	1538	1573.0043	1214.001
ENSRNOG00000023546	6465	7617	6203	7789	6996	7054	7696
ENSRNOG00000023547	2.44148	1.00038	3.00105	3.00146	1.11144	1.00034	2.00074
ENSRNOG00000023548	217	210	219	291	301	282	134
ENSRNOG00000023549	124	138	120	183	155	141	114
ENSRNOG00000023551	6	15	7	2	6	8	3
ENSRNOG00000023557	0	0	0	0	0	0	0
ENSRNOG00000023561	5	4	5	10	4	2	1
ENSRNOG00000023576	42	54	43	64	61	51	63
ENSRNOG00000023577	1500.7197	1522.9997	1461.9999	1820.9999	1572.8053	1529.576	1197.9999
ENSRNOG00000023578	0	0	0	0	0	0	0
ENSRNOG00000023579	664	836.92	657.901	1069	871	986.931	697
ENSRNOG00000023587	92.3546	84.525	71.8255	100.591	102.352	77.3696	93.5884
ENSRNOG00000023588	0	1	2	0	1	2	1
ENSRNOG00000023589	1684.0045	1637.0011	1544.9952	2015.0027	1732.9986	1754.9988	1469.0037
ENSRNOG00000023591	416	405.9997	443.9999	463.9996	379.0004	364.9998	423
ENSRNOG00000023593	698.9996	785.999	883.999	968	737	923.001	788.9995
ENSRNOG00000023601	1	10	10	10	5	7	7
ENSRNOG00000023603	0	0	0	0	0	0	0
ENSRNOG00000023605	1124	1117	1123	1284	1132	1130	999
ENSRNOG00000023612	0	0	0	0	0	0	0
ENSRNOG00000023614	0	5.18682	3.54963	4.59073	1.06682	3.18223	2.00632
ENSRNOG00000023622	2.11365	6.2457	0	2.55293	0	0	0
ENSRNOG00000023627	1	0	0	1	0	0	1
ENSRNOG00000023628	158	174	138	198	191	158	176
ENSRNOG00000023633	9	8	8	4	6	4	9
ENSRNOG00000023637	2	5	0	3	0	3	0
ENSRNOG00000023639	369	463	363	408	382	389	427
ENSRNOG00000023640	3	1	3	2	5	7	6
ENSRNOG00000023643	309	306	301	321	343	329	317
ENSRNOG00000023650	2469	2564	2478	2581	2339	2247	2525
ENSRNOG00000023657	49	44	41	49	49	51	33
ENSRNOG00000023659	6	5.7206	5	8	5	4	3
ENSRNOG00000023661	528	649	450	794	630	670	541
ENSRNOG00000023664	27.99996	20.99999	43.99996	26.999958069	28	30.99997	21.99995
ENSRNOG00000023668	1799.60476	1925.57167	1595.6518	2085.62533	1868.74725	1802.26312	1904.6886
ENSRNOG00000023679	230	232	217	254	260	233	234
ENSRNOG00000023683	4	5	3	1	2	3	0
ENSRNOG00000023686	7	14	11	13	15	23	6
ENSRNOG00000023688	13	11	10.0528	10	9.05323	8.09042	4.02134
ENSRNOG00000023698	9	18	6	18	7	8	8
ENSRNOG00000023700	362.235	395.964	394.678	423.811	355.488	388.789	366.296
ENSRNOG00000023708	880	945	865	1057	934	848	862
ENSRNOG00000023712	5.23358	8.70361	5.12062	7.62751	2.14755	11.8441	5.21266
ENSRNOG00000023720	5	8	8	1	1	6	9
ENSRNOG00000023721	23	31	28	44	36	22	30
ENSRNOG00000023733	25.0029	13	17.0019	25.0088	12.0016	24.0066	19.0065
ENSRNOG00000023746	245	262	222	337	294	267	272
ENSRNOG00000023753	883	983	867	1204	1111	1095	821
ENSRNOG00000023760	142	133	120	202	181	156	123
ENSRNOG00000023762	32	50	32	33.3356	33.2861	29	30.3101
ENSRNOG00000023764	632	723	648	697	660	657	705
ENSRNOG00000023765	0	0	0	0	0	0	0
ENSRNOG00000023768	478	496	473	570	502	448	398
ENSRNOG00000023774	0	0	0	0	0	0	0
ENSRNOG00000023778	44.01723	60.02247	36.0156	64.02	61.03077	50.01817	51.01591
ENSRNOG00000023781	8106.99400311714	10711.9977	7730.004	14474.0095	11748.0014	12111.1453	7899.000214484
ENSRNOG00000023786	20246.4	17295.9	15957.7	13528.8	12951.1	12929.9	14744.9
ENSRNOG00000023794	7	6	7	5	3	4	4
ENSRNOG00000023799	479	473	432	495	463	445	460
ENSRNOG00000023803	2184	2693	1995	3612	3036	3018	1964
ENSRNOG00000023805	0	0	0	0	0	0	0
ENSRNOG00000023807	634	641	644	735	627	634	606
ENSRNOG00000023809	6	6	8	9	14	11	3
ENSRNOG00000023812	145	172	146	194	187	163	188
ENSRNOG00000023814	80.591	98.8966	71.0785	92.7807	81.3562	75.5586	87.1997
ENSRNOG00000023816	2167.001	2358.999	1986.001	2567.997	2181.998	2300.996	2447
ENSRNOG00000023824	1	2	3	3	4	3	3
ENSRNOG00000023828	1	5	3	5	3	1	3
ENSRNOG00000023830	243.858	187.617	214.552	259.621	189.405	218.93	257.48
ENSRNOG00000023831	0	0	0	0	0	0	0
ENSRNOG00000023833	0	0	0	0	0	0	0
ENSRNOG00000023837	134	140	132	142	136	143	82
ENSRNOG00000023841	174.913	323.9939	200.1310089533	327.994	207.4453	305.977	206.229277
ENSRNOG00000023847	0	0	0	0	0	0	0
ENSRNOG00000023850	1612.04	1620	1655.84	1834.56	1599.74	1565.81	1532.37
ENSRNOG00000023851	1721.5001	1812.2326	1491.6779	2252.7657	2129.644	1870.199	1475.255
ENSRNOG00000023856	0	0	0	0	0	0	0
ENSRNOG00000023858	1	1	1	0	1	1	0
ENSRNOG00000023861	495.0004	625	545	719.9999	608.99971	603.0004	621
ENSRNOG00000023863	0	0	0	0	0	0	0
ENSRNOG00000023870	1	3	1	5	1	2	3
ENSRNOG00000023874	222	306	241	195	218	219	240
ENSRNOG00000023879	1	0	0	1.00005	0	0	1
ENSRNOG00000023881	1	1	0	2	1	0	0
ENSRNOG00000023892	0	0	0	0	0	0	0
ENSRNOG00000023895	0	1	0	3	3	0	1
ENSRNOG00000023896	303	299	317	391	325	306	273
ENSRNOG00000023899	1	0	0	2	4	5	5
ENSRNOG00000023908	1	1	0	0	0	0	0
ENSRNOG00000023910	1182	1426	1233	1680	1532	1429	1264
ENSRNOG00000023917	0	0	0	0	0	0	0
ENSRNOG00000023919	5194.583	5598.652	4746.156	5835.189	5317.5	5019.846	5045.995
ENSRNOG00000023920	139.125	131.258	137.311	161.449	146.617	153.338	165.835
ENSRNOG00000023923	289	328	337	347	307	299	247
ENSRNOG00000023931	32	47	39	30	31	35	32
ENSRNOG00000023935	17	2	11	4	13.99996	2	9
ENSRNOG00000023936	0	1	0	0	0	0	1
ENSRNOG00000023937	34	42	33	29	33	36	41
ENSRNOG00000023941	1	0	1	5	3	1	1
ENSRNOG00000023943	11	12	18	19	18	11	18
ENSRNOG00000023946	522	481	457	492	390	393	450
ENSRNOG00000023951	68	68	66	80	58	59	59
ENSRNOG00000023953	0	0	0	0	0	0	0
ENSRNOG00000023960	0	0	0	0	4.62813	0	0
ENSRNOG00000023965	1.31549	9	5	9	4	6	5
ENSRNOG00000023968	153	154	139	137	148	116	146
ENSRNOG00000023969	12	6	6	6	8	10	12
ENSRNOG00000023972	20232	25155	18951	30992	25897	27292	20783
ENSRNOG00000023985	266	303	250	412	300	302	242
ENSRNOG00000023989	256	306	294	279	213	272	275
ENSRNOG00000023991	661	759	656	725	726	614	639
ENSRNOG00000023993	157	146	104	204	209	177	137
ENSRNOG00000023995	221.95	197.283	203.564	230.741	211.961	194.774	213.224
ENSRNOG00000024000	0	0	1	1	1	0	0
ENSRNOG00000024008	403.208	429.158	381.606	464.825	447.519	474.368	417.958
ENSRNOG00000024009	0	0	0	0	0	0	0
ENSRNOG00000024012	299	386	305	386	372	314	331
ENSRNOG00000024016	0	0	3.04846131	0	2.043044499	1.023230625	0
ENSRNOG00000024019	300	345	242	404	349	366	243
ENSRNOG00000024022	848	966	890	1016	876	843	877
ENSRNOG00000024025	1640.003	1747	1482.0033	2076.995	1777.9951	1851.004	1680.998
ENSRNOG00000024026	0	0	0	0	0	0	0
ENSRNOG00000024027	480	447	418	479	429	443	414
ENSRNOG00000024028	4	2	5	1	2	0	0
ENSRNOG00000024030	0	0	3	0	2	0	0
ENSRNOG00000024036	238	313	269	296	217	255	253
ENSRNOG00000024039	902	897	805	1170	970	885	787
ENSRNOG00000024040	402	394	395	457	426	433	376
ENSRNOG00000024041	52	48	61	63	69	47	51
ENSRNOG00000024043	172	160	180	167	160	170	156
ENSRNOG00000024046	0	0	0	0	0	0	0
ENSRNOG00000024053	0	0	0	0	0	0	0
ENSRNOG00000024056	152	210	211	254	208	251	167
ENSRNOG00000024061	379	341	328	378	329	302	298
ENSRNOG00000024065	75	109	55	118	111	87	107
ENSRNOG00000024066	894.334	1013.4	890.317	1060.79	820.347	858.592	968.76
ENSRNOG00000024068	0	0	0	0	0	0	0
ENSRNOG00000024071	64	60	25	52	59	47	39
ENSRNOG00000024073	1	3	3	0	3	3	5
ENSRNOG00000024077	184	190	196	227	208	178	198
ENSRNOG00000024082	16	24	13	35	29	11	20
ENSRNOG00000024085	245.9995	246.9995	232.0005	260	270.0004	240.9997	241.9998
ENSRNOG00000024089	1302	1327	1143	1815	1477	1484	1073
ENSRNOG00000024093	4	2	3	6	2	1	3
ENSRNOG00000024101	678	705	620	760	758	739	566
ENSRNOG00000024104	820	808	727	993	850	807	698
ENSRNOG00000024111	45	55	47	54	55	61	50
ENSRNOG00000024112	589	638	559	718	666	636	550
ENSRNOG00000024114	87	101.024	119.011	141.004	126.01	151	104
ENSRNOG00000024115	5	3	9	11	7	7	4
ENSRNOG00000024119	0	0	0	0	0	0	0
ENSRNOG00000024120	263.555	277.655	243.246	357.757	319.522	345.861	294.815
ENSRNOG00000024125	36	50	45	56	63	56	35
ENSRNOG00000024127	0	0	0	1	0	0	0
ENSRNOG00000024128	37971.368	39885.081	36275.545	40856.861	37113.145	36433.347	36891.135
ENSRNOG00000024135	135	157	170	179	173	183	183
ENSRNOG00000024136	144	152	151	133	151	149	129
ENSRNOG00000024138	0	0	0	0	0	0	0
ENSRNOG00000024139	256.505	254.304	284.999	226.151	241.11	243.321	256.343
ENSRNOG00000024140	647	738	658	659	635	607	712
ENSRNOG00000024142	1383	1482	1299	1379	1318	1379	1335
ENSRNOG00000024144	1442.005	1484.0007	1352.9988	1655.0001	1494.003	1458.0007	1490.9965
ENSRNOG00000024145	373	430	356	410	414	412	366
ENSRNOG00000024149	0	0	0	0	0	1	0
ENSRNOG00000024159	77	89	81	70	102	76	75
ENSRNOG00000024161	4	3	1	0	2	2	0
ENSRNOG00000024169	0	0	0	0	0	0	0
ENSRNOG00000024170	955.99963	999.00038	965	1103.00038	840.99996	916.00015	1034.99576
ENSRNOG00000024172	0	0	0	0	0	0	0
ENSRNOG00000024177	48	43.4721	46	40	36	33	40
ENSRNOG00000024178	170.61	220.339	188.592	255.129	195.012	192.673	227.277
ENSRNOG00000024181	1	3	0	5	2	3	2
ENSRNOG00000024182	0	0	0	0	0	0	0
ENSRNOG00000024186	6594	6614	6911.99	6449	5287	4813	6789
ENSRNOG00000024190	8	7	5	16	3	6	7
ENSRNOG00000024194	634	667	691	901	646	775	585
ENSRNOG00000024197	6.45746	4.20971	0	11.8035	4.29228	0	0
ENSRNOG00000024200	0	0	0	0	0	0	0
ENSRNOG00000024201	50	31	31	51	64	48	40
ENSRNOG00000024204	0	0	0	0	3	0	0
ENSRNOG00000024207	345	429	324	484	421	421	389
ENSRNOG00000024208	4	0	0	0	0	0	1
ENSRNOG00000024210	5	7	5	13	9	7	4
ENSRNOG00000024212	1082	1164	877	1216	1079	1066	936
ENSRNOG00000024213	888.99996	1057.0031	1022.99982	1334.0021	1135.9989	1136.99938	912.99969
ENSRNOG00000024217	0	1.00009	0	0	0	0	0
ENSRNOG00000024221	6	7	4	4	6	12	10
ENSRNOG00000024230	61	67	57	85	61	61	54
ENSRNOG00000024233	0	0	0	0	0	0	0
ENSRNOG00000024237	3	0	1	5	3	3	3
ENSRNOG00000024239	2072	2341	2123	2247	2027	1939	2243
ENSRNOG00000024241	799.174	851.283	795.674	935.998	861.983	848.555	797.619
ENSRNOG00000024243	788	921	839	1092	882	910	858
ENSRNOG00000024245	31	26	30	37	25	36	26
ENSRNOG00000024250	2109	2198	2240	2644	2255	2174	1760
ENSRNOG00000024256	5	4	7	3	2	5	3
ENSRNOG00000024257	12	11	15	31	16	18	21
ENSRNOG00000024259	0	0	3	2	0	6	4
ENSRNOG00000024264	124.99982	125.00027	104.00016	141	114	143.00007	99.99997
ENSRNOG00000024266	708.163	774.421	686.648	846.029	748.112	765.268	779.421
ENSRNOG00000024271	0	0	0	0	0	0	0
ENSRNOG00000024272	155	202	170	298	243	229	127
ENSRNOG00000024278	2160.997	2206.997	2109.996	2308.998	1842.003	2030.998	1915.996
ENSRNOG00000024280	4	1	5	13	2	3	0
ENSRNOG00000024283	0	0	0	0	0	0	0
ENSRNOG00000024288	1	1	0	0	1	1	0
ENSRNOG00000024294	689	746	600	582	551	559	564
ENSRNOG00000024298	0	0	0	2	0	0	0
ENSRNOG00000024309	5075.17	5218.42	4813.7	5103.67	4471.01	4393.35	4923.16
ENSRNOG00000024310	0	1	1	1	3	0	2
ENSRNOG00000024312	266.163	249.932	238.574	247.472	213.002	199.372	254.698
ENSRNOG00000024322	135.0002	174	152.99968	200.0002	208.99985	157.00031	144.0003
ENSRNOG00000024330	3	1	0	1	2	1	0
ENSRNOG00000024331	14	15	12	7	13	15	10
ENSRNOG00000024335	394.699	421	463	532.704	524	470.428	440.158
ENSRNOG00000024336	1859	2107	2055	2385	1932	2072	1749
ENSRNOG00000024338	33	39	24	23.99999	48	33	28
ENSRNOG00000024342	3.32369	2.0005	2.07228	0	1.65516	1.32965	4.41942
ENSRNOG00000024345	384	456	354	505	445	425	343
ENSRNOG00000024346	0	4	6	3	7	1	3
ENSRNOG00000024349	92.1235	99.1693	96.3441	139.31	93	130.312	81.3181
ENSRNOG00000024350	0	0	0	0	0	0	0
ENSRNOG00000024352	622	691	642	725	588	599	559
ENSRNOG00000024363	590	698	582	693	539	575	663
ENSRNOG00000024364	83.9487	98.3534	101.373	98.1603	87.5774	85.1714	93.1523
ENSRNOG00000024365	346.9998	421.0005	429	459.9996	418.9993	448.9995	488.001
ENSRNOG00000024366	0	1	0	0	0	0	0
ENSRNOG00000024372	386.536	460.529	521.564	485.179	399.352	478.49	412.483
ENSRNOG00000024376	293	331	332	364	304	313	287
ENSRNOG00000024382	7	6.0000000162482	7	3	1	4	3
ENSRNOG00000024384	0	0	0	0	0	0	2
ENSRNOG00000024390	16	11	11	19	14	18	14
ENSRNOG00000024402	606	603	594	723	650	618	520
ENSRNOG00000024410	1007.43	993.16	1012.33	991.42	886.372	861.796	933.15
ENSRNOG00000024411	269	259	257	246	250	211	251
ENSRNOG00000024412	3	2	4	4	2	2	9
ENSRNOG00000024413	0	0	0	0	0	0	0
ENSRNOG00000024414	1100	1134	1157	1342	1120	1180	1033
ENSRNOG00000024420	57	71	60	102	69	77	63
ENSRNOG00000024425	42.9235	27.486	34.4187	43.5871	33.3276	15.6811	24.4779
ENSRNOG00000024426	7	5	4	2	7	5	4
ENSRNOG00000024428	976.826	966.717	949.326	1029	954.017	881.445	934.381
ENSRNOG00000024429	198	204	211	186	208	208	203
ENSRNOG00000024433	227	225	220	292	239	289	236
ENSRNOG00000024435	56	55	47	74	68	61	62
ENSRNOG00000024437	869.231	962.171	855.321	1070.33	944.185	941.646	904.385
ENSRNOG00000024438	0	0	0	0	0	0	0
ENSRNOG00000024445	682	889	646	1035	828	907	681
ENSRNOG00000024446	1	0	0	0	0	0	0
ENSRNOG00000024450	240.246	272.364	243.951	353.652	291.38	251.354	258.331
ENSRNOG00000024452	121.875	107.367	76.9699	100.662	115.476	117.247	88.8318
ENSRNOG00000024454	303	353	326	399	338	321	248
ENSRNOG00000024455	386	350	340	422	382	395	377
ENSRNOG00000024456	124	141	135	197	149	164	121
ENSRNOG00000024457	17	17	17	17	10	3	16
ENSRNOG00000024460	600	584	635	635	528	530	543
ENSRNOG00000024461	2	9	6	1	6	2	6
ENSRNOG00000024462	0	0	0	0	0	0	0
ENSRNOG00000024468	194.9998	167.9996	158.9998	248.0001	209.0001	199.0002	140
ENSRNOG00000024470	1893	1828.999	1883.002	2251	1988.005	1908.002	1618.001
ENSRNOG00000024479	18	12	17	20	18	25	8
ENSRNOG00000024482	2257.003	3238.31	2040.995	4120.83	3331.004	3599	2449.192
ENSRNOG00000024492	415	455	458	536	479	447	429
ENSRNOG00000024494	0	1	0	1	2	1	0
ENSRNOG00000024497	751	741	736	794	627	637	694
ENSRNOG00000024499	0	0	0	0	0	0	0
ENSRNOG00000024501	587.99954	609	548.0001	699.9998	643.00043	612	601.0001
ENSRNOG00000024503	839	757	780	1057	900	877	636
ENSRNOG00000024504	0	0	0	0	0	0	0
ENSRNOG00000024505	338.481	391.252	342.076	358.366	330.177	341.423	391.129
ENSRNOG00000024506	21	16	15	30	25	26	12
ENSRNOG00000024507	1	0	1	0	0	0	0
ENSRNOG00000024508	11	10	13	15	15	8	14
ENSRNOG00000024509	2	0	0	1	0	1	0
ENSRNOG00000024517	0	0	0	0	1	0	0
ENSRNOG00000024521	0	0	0	0	0	0	0
ENSRNOG00000024523	22.0088	10.0015	17	14.0001	20.0027	20.005	23.0096
ENSRNOG00000024525	114	176.0003	124	209.9998	137	190.9995	166
ENSRNOG00000024526	1	0	0	0	0	0	0
ENSRNOG00000024527	1	0	0	0	0	2	0
ENSRNOG00000024530	103	140	109	144	118	116	116
ENSRNOG00000024533	382.0761	392.0265	392.8214	520.1178	422.7894	428.0578	347.0716
ENSRNOG00000024535	1023	1119	917	1440	1123	1244	833
ENSRNOG00000024536	34	35	23.99999	38	39	44	38
ENSRNOG00000024539	3859.67	4002.75	3829.4	3895.96	3103.75	3037.04	3822.33
ENSRNOG00000024543	649.267	688.316	609.823	732.216	645.907	602.322	577.721
ENSRNOG00000024545	293.947	328.351	322.12	394.189	341.938	396.439	296.085
ENSRNOG00000024549	482.05	549.007	478.88	616.327	579.246	594.47	543.993
ENSRNOG00000024553	62	59	60	77	54	63	52
ENSRNOG00000024557	67	67	115	77	73	74	53
ENSRNOG00000024560	0	0	0	0	1	0	1
ENSRNOG00000024562	497.7337	546.5349	479.4343	627.054	583.833	578.4534	481.2258
ENSRNOG00000024563	545.539	505.404	467.823	616.007	601.682	600.222	492.951
ENSRNOG00000024566	45	61	52	50	59	73	28
ENSRNOG00000024567	699	877	704	877	762	757	807
ENSRNOG00000024568	3597	3903	3759	3629	3316	3132	3566
ENSRNOG00000024569	144.408	151.51	133.118	171.584	183.842	172.662	107.072
ENSRNOG00000024577	955	1047	890	1049	963	940	1048
ENSRNOG00000024578	313	354	319	417	393	324	320
ENSRNOG00000024580	37.99999	48	37.00001	51.99999	48.00003	40.00002	46
ENSRNOG00000024591	11.9243	9.79248	5.30786	6.64115	0	5.10535	4.747
ENSRNOG00000024594	55	53	44	72	69	48	52
ENSRNOG00000024595	154	150	196	189	164	172	164
ENSRNOG00000024601	583	583	594	608	578.566	625	588
ENSRNOG00000024602	753.9999	801.9995	663.9997	938.0004	767	751.0004	636.9999
ENSRNOG00000024603	12778	13726	13507	12971	9761.99	9802.99	13669
ENSRNOG00000024604	0	0	0	0	0	0	0
ENSRNOG00000024605	327	356	321	364	298	326	353
ENSRNOG00000024616	1241.5219	1381.3266	1365.0649	1654.2176	1501.3607	1351.3576	1387.54492
ENSRNOG00000024617	3	5	12	6	6	5	3
ENSRNOG00000024620	32	24	34	44	43	33	36
ENSRNOG00000024623	3	0	1	2	0	2	2
ENSRNOG00000024625	481.412	627.496	430.781	779.764	641.402	663.874	611.228
ENSRNOG00000024628	0	1	0	0	0	0	0
ENSRNOG00000024629	9762	9663	9319	10812	9738	9441	8774
ENSRNOG00000024630	0	1	0	1	2	2	4
ENSRNOG00000024631	35	42	29	38	27	30	56
ENSRNOG00000024632	1194	1321	1063	1547	1335	1335	1015
ENSRNOG00000024634	1	0	0	0	0	1	1
ENSRNOG00000024635	351	418	312	510	437	423	313
ENSRNOG00000024636	73	68	73	76	60	73	69
ENSRNOG00000024640	8.07678	2.01516	9.12731	9.00061	7.00002	9.00002	5.00002
ENSRNOG00000024641	177.736	253.03	208.194	214.243	229.239	182.885	214.609
ENSRNOG00000024647	1423.997	1601.005	1650.997	1789.995	1615	1563.001	1388.996
ENSRNOG00000024650	807	812	828	865	802	825	828
ENSRNOG00000024651	22	15	13	22	18	25	11
ENSRNOG00000024657	51	87.1989	41	74.0507	76	82	74.2406
ENSRNOG00000024661	938	992	954	1064	972.9999	987	1004
ENSRNOG00000024663	705.0002	790.99995	700	908	810	835	691
ENSRNOG00000024671	1109	1212	1415	1573	1204	1583	1167
ENSRNOG00000024677	74	100	82	145	125	136	133
ENSRNOG00000024678	5	5	4	6	2	6	1
ENSRNOG00000024685	0	0	0	0	0	0	0
ENSRNOG00000024688	42	70	54	64	57	60	52
ENSRNOG00000024689	1105	1232	1054	1162	1023	947	1102
ENSRNOG00000024693	2	0	2	3	1	5	2
ENSRNOG00000024700	0	0	0	0	0	0	0
ENSRNOG00000024703	162	208	169	272	211	273	176
ENSRNOG00000024705	96.5454	70	83	107.025	72.6995	74.7319	87.7828
ENSRNOG00000024707	0	0	0	2	0	2	0
ENSRNOG00000024709	9	11	5	15	9	9	5
ENSRNOG00000024711	183.00002	219.0001	135.0001	352.9999	275.9996	286.9998	192.9995
ENSRNOG00000024712	5.00062	4.00079	2.004225	2.00303	2.008588	3.01575	1.00054
ENSRNOG00000024717	22	33	27	39	25	24	28
ENSRNOG00000024726	7.99652	12	2.68666	2.67779	0	8.01809	10.7017
ENSRNOG00000024728	102	115	106.99997	122.0002	119.00035	99	92.99995
ENSRNOG00000024729	0	0	1	0	0	0	0
ENSRNOG00000024730	407	445	421	519	483	480	403
ENSRNOG00000024733	50	52	64	33	51	43	60
ENSRNOG00000024737	1949.865	2212.009	1760.978	2544.68	2178.221	2233.74	1884.294
ENSRNOG00000024743	748.784	825.711	718.127	883.001	837.893	865.852	747.745
ENSRNOG00000024746	0	0	0	0	0	0	0
ENSRNOG00000024751	259.14	310	248.794	292.058	297.359	311.087	282.245
ENSRNOG00000024754	41	62	41	64	43	40	45
ENSRNOG00000024755	0	0	0	0	0	0	0
ENSRNOG00000024757	189	246	193	295	262	247	173
ENSRNOG00000024762	0	0	0	0	0	0	0
ENSRNOG00000024763	20.8656	25.5757	18.1063	33.3394	16.6187	25.0703	25.7316
