reactions,GIMME,iMAT,MBA,CORDA,RegrEx
SUCBZS,1,0,0,0,0
SUCCt2_2pp,1,0,1,0,0
SUCCt2_3pp,1,0,1,0,0
SUCCt3pp,1,0,1,0,0
SUCCtex,1,0,1,0,2
SUCDi,1,0,1,0,1
SUCFUMtpp,1,0,0,0,0
SUCMALtpp,1,0,0,0,0
SUCOAS,1,0,1,0,2
SUCRtex,1,0,0,0,0
SUCTARTtpp,0,0,0,0,0
SUCptspp,0,0,0,0,0
SULFACabcpp,0,0,0,0,0
SULFACtex,1,0,0,0,0
SULR,1,0,0,0,0
SULabcpp,0,0,0,0,0
T2DECAI,1,0,1,0,2
TAGURr,0,0,0,0,0
TALA,1,1,1,0,2
TARTD,0,0,0,0,0
TARTRDtex,1,0,0,0,0
TARTRt7pp,0,0,0,0,0
TARTRtex,1,0,0,0,0
TARTt2_3pp,0,0,0,0,0
TAUDO,0,0,0,0,0
TAURabcpp,0,0,0,0,0
TAURtex,1,0,0,0,0
TCYNTtex,1,0,0,0,0
TDP,0,0,0,0,0
TDPADGAT,0,0,1,0,0
TDPAGTA,1,0,1,0,0
TDPDRE,1,0,1,0,0
TDPDRR,1,0,1,0,0
TDPGDH,1,0,1,0,0
TDSK,1,0,1,0,0
TDSR1,0,0,0,0,0
TDSR2,0,0,0,0,0
TGBPA,1,0,0,0,0
THD2pp,1,1,1,0,1
THDPS,1,0,1,0,0
THFAT,1,0,1,0,1
THIORDXi,1,0,1,0,0
THMDt2pp_copy1,1,0,1,0,1
THMDt2pp_copy2,0,0,1,0,1
THMDtex,1,0,1,0,2
THMabcpp,0,0,0,0,0
THMtex,1,0,0,0,0
THRA2,1,1,1,0,1
THRA,1,0,1,0,0
THRD,1,0,1,0,0
THRD_L,1,0,1,0,0
THRPtex,1,0,0,0,0
THRS,1,0,1,0,0
THRTRS,1,0,0,0,0
THRabcpp,0,0,0,0,0
THRt2pp,0,0,1,0,0
THRt2rpp,0,0,0,0,1
THRt4pp,0,0,1,0,1
THRtex,1,0,1,0,2
THYMt3pp,1,0,1,0,0
THYMtex,1,0,1,0,2
THZPSN3,1,0,0,0,0
TKT1,1,1,1,0,2
TKT2,1,1,1,0,2
TMAOR1,0,0,0,0,0
TMAOR1pp,0,0,0,0,0
TMAOR2,0,0,0,0,0
TMAOR2pp,0,0,0,0,0
TMAOtex,1,0,0,0,0
TMAtex,1,0,0,0,0
TMDK1,0,0,1,0,0
TMDPP,1,0,1,0,2
TMDS,1,0,1,0,0
TMK,0,0,0,0,0
TMPK,1,0,0,0,0
TMPPP,1,0,0,0,0
TPI,1,1,1,0,2
TPRDCOAS,0,0,0,0,0
TRDR,1,0,1,0,1
TRE6PH,1,0,1,0,1
TRE6PP,0,0,0,0,0
TRE6PS,0,0,1,0,1
TREH,0,0,0,0,0
TREHpp,0,0,0,0,0
TREptspp,1,0,0,0,0
TREtex,1,0,0,0,0
TRPAS2,1,0,1,0,2
TRPS1,0,0,0,0,0
TRPS2,0,0,1,0,0
TRPS3,1,0,0,0,0
TRPTRS,1,0,0,0,0
TRPt2rpp,0,0,0,0,0
TRPtex,1,0,0,0,2
TRSARr,0,0,1,0,1
TSULabcpp,0,0,0,0,0
TSULtex,1,0,0,0,0
TTDCAtexi,1,0,0,0,0
TTDCEAtexi,1,0,0,0,0
TTRCYCtex,1,0,1,0,2
TTRCYCtpp,1,0,1,0,1
TUNGSabcpp,0,0,0,0,0
TUNGStex,1,0,0,0,0
TYMtex,1,0,0,0,0
TYRL,1,0,0,0,0
TYROXDApp,0,0,0,0,0
TYRPpp,1,0,0,0,0
TYRPtex,1,0,0,0,0
TYRTA,1,0,1,0,2
TYRTRS,1,0,0,0,0
TYRt2rpp,1,0,1,0,2
TYRtex,1,0,1,0,2
ThDPAT,1,0,0,0,0
U23GAAT,1,0,1,0,0
UAAGDS,1,0,1,0,0
UACGALPpp,0,0,0,0,0
UACGAMPpp,0,0,0,0,0
UACGAMtex,1,0,0,0,0
UACMAMO,1,0,1,0,0
UAG2E,1,0,1,0,2
UAGAAT,1,0,1,0,2
UAGCVT,1,0,1,0,0
UAGDP,1,0,1,0,0
UAGPT3,1,0,1,0,0
UAMAGS,1,0,1,0,0
UAMAS,1,0,1,0,0
UAPGR,1,0,1,0,0
UDCPDP,1,0,1,0,0
UDCPDPS,1,0,0,0,0
UDCPDPpp,1,0,1,0,0
UDCPPtppi,1,0,1,0,0
UDPACGALtex,1,0,0,0,0
UDPG4E,1,0,0,0,0
UDPGALM,1,0,0,0,0
UDPGALPpp,0,0,0,0,0
UDPGALtex,1,0,0,0,0
UDPGD,0,0,0,0,0
UDPGDC,0,0,0,0,0
UDPGLCURtex,1,0,0,0,0
UDPGPpp,0,0,0,0,0
UDPGtex,1,0,0,0,0
UDPKAAT,0,0,0,0,0
UGLCURPpp,0,0,0,0,0
UGLT,0,0,0,0,0
UGLYCH,0,0,0,0,0
UGMDDS,1,0,1,0,0
UHGADA,1,0,1,0,0
ULA4NFT,0,0,0,0,0
ULA4Ntppi,0,0,0,0,0
UM3PL,1,0,1,0,0
UM4PCP,0,0,1,0,0
UM4PL,1,0,1,0,0
UMPK,1,0,1,0,2
UMPtex,1,0,0,0,0
UPLA4FNF,0,0,0,0,0
UPLA4FNT,0,0,0,0,0
UPP3MT,1,0,0,0,0
UPP3S,1,0,1,0,0
UPPDC1,1,0,1,0,0
UPPRT,1,0,1,0,1
URACPAH,0,0,0,0,0
URAt2pp_copy1,0,0,0,0,0
URAt2pp_copy2,0,0,0,0,0
URAtex,1,0,0,0,2
URDGLYCD,0,0,0,0,0
UREAtex,1,0,1,0,2
UREAtpp,1,0,1,0,2
URIC,1,0,0,0,0
URIH,1,0,1,0,0
URIK2,1,0,1,0,0
URIt2pp_copy1,1,0,1,0,1
URIt2pp_copy2,0,0,1,0,1
URItex,1,0,1,0,2
USHD,1,0,1,0,0
VALTA,0,0,1,0,1
VALTRS,1,0,0,0,0
VALabcpp,0,0,0,0,0
VALt2rpp,0,0,0,0,2
VALtex,1,0,0,0,2
VPAMTr,1,0,1,0,2
WCOS,0,0,0,0,0
X5PL3E,0,0,0,0,0
XAND,0,0,0,0,0
XANt2pp,0,0,0,0,0
XANtex,1,0,0,0,2
XANtpp,1,0,0,0,0
XMPtex,1,0,0,0,0
XPPT,1,0,1,0,0
XTSNH,0,0,0,0,0
XTSNt2rpp,0,0,0,0,0
XTSNtex,1,0,0,0,2
XYLI1,0,0,0,0,0
XYLI2,0,0,0,0,0
XYLK,0,0,0,0,0
XYLK2,0,0,0,0,0
XYLUt2pp,0,0,0,0,0
XYLUtex,1,0,0,0,0
XYLabcpp,0,0,0,0,0
XYLt2pp,0,0,0,0,0
XYLtex,1,0,0,0,0
ZN2abcpp,1,0,1,0,0
ZN2t3pp,0,0,1,0,1
ZN2tpp,1,0,1,0,1
ZNabcpp,0,0,0,0,0
Zn2tex,1,0,0,0,2
